date,cpi_yoy,q10,q90,signal
2015-04-30,1.5,0.2330000000000012,6.196579999999999,正常
2015-05-31,1.2,0.34200000000000086,6.18152,正常
2015-05-31,1.2,0.3420000000000008,6.18152,正常
2015-06-30,1.4,0.4510000000000004,6.166460000000001,正常
2015-06-30,1.4,0.4510000000000004,6.166460000000001,正常
2015-07-31,1.6,0.56,6.1514,正常
2015-07-31,1.6,0.56,6.1514,正常
2015-08-31,2.0,0.584,6.14297,正常
2015-08-31,2.0,0.584,6.14297,正常
2015-09-30,1.59560463,0.6080000000000003,6.134539999999999,正常
2015-09-30,1.59560463,0.6080000000000003,6.134539999999999,正常
2015-10-31,1.3,0.6320000000000002,6.12611,正常
2015-10-31,1.3,0.6320000000000002,6.12611,正常
2015-11-30,1.5,0.6560000000000001,6.117680000000001,正常
2015-11-30,1.5,0.6560000000000001,6.117680000000001,正常
2015-12-31,1.6,0.68,6.109249999999999,正常
2015-12-31,1.6,0.68,6.109249999999999,正常
2016-01-31,1.8,0.7040000000000004,6.100820000000001,正常
2016-01-31,1.8,0.7040000000000004,6.100820000000001,正常
2016-02-29,2.3,0.7280000000000003,6.09239,正常
2016-02-29,2.3,0.7280000000000003,6.09239,正常
2016-03-31,2.3,0.7520000000000002,6.08396,正常
2016-03-31,2.3,0.7520000000000002,6.08396,正常
2016-04-30,2.3,0.7760000000000001,6.0755300000000005,正常
2016-04-30,2.3,0.7760000000000001,6.0755300000000005,正常
2016-05-31,2.0,0.8,6.0671,正常
2016-05-31,2.0,0.8,6.0671,正常
2016-06-30,1.9,0.8150000000000003,6.011850000000004,正常
2016-06-30,1.9,0.8150000000000003,6.0118500000000035,正常
2016-07-31,1.8,0.8300000000000002,5.956599999999998,正常
2016-07-31,1.8,0.8300000000000002,5.956599999999998,正常
2016-08-31,1.3,0.8450000000000001,5.901350000000002,正常
2016-08-31,1.3,0.8450000000000001,5.901350000000002,正常
2016-09-30,1.9,0.8600000000000001,5.846100000000004,正常
2016-09-30,1.9,0.8600000000000001,5.846100000000004,正常
2016-10-31,2.1,0.875,5.79085,正常
2016-10-31,2.1,0.875,5.79085,正常
2016-11-30,2.3,0.8900000000000002,5.735600000000003,正常
2016-11-30,2.3,0.8900000000000002,5.735600000000003,正常
2016-12-31,2.1,0.9050000000000001,5.680349999999998,正常
2016-12-31,2.1,0.905,5.680349999999998,正常
2017-01-31,2.5,0.92,5.6251000000000015,正常
2017-01-31,2.5,0.92,5.6251000000000015,正常
2017-02-28,0.8,0.8,5.569850000000004,正常
2017-02-28,0.8,0.8,5.569850000000004,正常
2017-03-31,0.9,0.8,5.5146,正常
2017-03-31,0.9,0.8,5.5146,正常
2017-04-30,1.2,0.8100000000000002,5.51268,正常
2017-04-30,1.2,0.8100000000000002,5.51268,正常
2017-05-31,1.5,0.8200000000000002,5.510759999999999,正常
2017-05-31,1.5,0.8200000000000002,5.510759999999999,正常
2017-06-30,1.5,0.8300000000000001,5.50884,正常
2017-06-30,1.5,0.8300000000000001,5.50884,正常
2017-07-31,1.4,0.8400000000000001,5.50692,正常
2017-07-31,1.4,0.8400000000000001,5.50692,正常
2017-08-31,1.8,0.8500000000000001,5.505,正常
2017-08-31,1.8,0.8500000000000001,5.505,正常
2017-09-30,1.6,0.8600000000000002,5.50308,正常
2017-09-30,1.6,0.8600000000000002,5.50308,正常
2017-10-31,1.9,0.8700000000000001,5.50116,正常
2017-10-31,1.9,0.8700000000000001,5.50116,正常
2017-11-30,1.7,0.8800000000000001,5.49924,正常
2017-11-30,1.7,0.8800000000000001,5.49924,正常
2017-12-31,1.8,0.89,5.49732,正常
2017-12-31,1.8,0.89,5.49732,正常
2018-01-31,1.5,0.9,5.4954,正常
2018-01-31,1.5,0.9,5.4954,正常
2018-02-28,2.9,0.905,5.484160000000001,正常
2018-02-28,2.9,0.9050000000000001,5.484160000000001,正常
2018-03-31,2.1,0.91,5.472919999999999,正常
2018-03-31,2.1,0.91,5.472919999999999,正常
2018-04-30,1.8,0.915,5.46168,正常
2018-04-30,1.8,0.915,5.46168,正常
2018-05-31,1.8,0.92,5.450440000000001,正常
2018-05-31,1.8,0.92,5.450440000000001,正常
2018-06-30,1.9,0.925,5.4392,正常
2018-06-30,1.9,0.925,5.4392,正常
2018-07-31,2.1,0.93,5.427960000000001,正常
2018-07-31,2.1,0.93,5.427960000000001,正常
2018-08-31,2.3,0.935,5.41672,正常
2018-08-31,2.3,0.935,5.41672,正常
2018-09-30,2.5,0.94,5.405480000000001,正常
2018-09-30,2.5,0.94,5.405480000000001,正常
2018-10-31,2.5,0.945,5.394240000000001,正常
2018-10-31,2.5,0.945,5.394240000000001,正常
2018-11-30,2.2,0.95,5.383,正常
2018-11-30,2.2,0.95,5.383,正常
2018-12-31,1.9,0.9749900000000004,5.37912,正常
2018-12-31,1.9,0.9749900000000004,5.37912,正常
2019-01-31,1.7,0.9999800000000002,5.37524,正常
2019-01-31,1.7,0.9999800000000002,5.37524,正常
2019-02-28,1.5,1.0249700000000002,5.37136,正常
2019-02-28,1.5,1.0249700000000002,5.37136,正常
2019-03-31,2.3,1.04996,5.3674800000000005,正常
2019-03-31,2.3,1.04996,5.3674800000000005,正常
2019-04-30,2.5,1.0749499999999999,5.3636,正常
2019-04-30,2.5,1.07495,5.3636,正常
2019-05-31,2.7,1.0999400000000004,5.35972,正常
2019-05-31,2.7,1.0999400000000004,5.35972,正常
2019-06-30,2.7,1.1249300000000002,5.35584,正常
2019-06-30,2.7,1.1249300000000002,5.35584,正常
2019-07-31,2.8,1.14992,5.35196,正常
2019-07-31,2.8,1.14992,5.35196,正常
2019-08-31,2.8,1.1749100000000001,5.34808,正常
2019-08-31,2.8,1.17491,5.34808,正常
2019-09-30,3.0,1.1999,5.3442,正常
2019-09-30,3.0,1.1999,5.3442,正常
2019-10-31,3.8,1.19991,5.321700000000001,正常
2019-10-31,3.8,1.19991,5.321700000000001,正常
2019-11-30,4.5,1.1999199999999999,5.299199999999999,正常
2019-11-30,4.5,1.19992,5.299199999999999,正常
2019-12-31,4.5,1.19993,5.2767000000000035,正常
2019-12-31,4.5,1.19993,5.276700000000004,正常
2020-01-31,5.4,1.19994,5.36748,高通胀(空头候选)
2020-01-31,5.4,1.19994,5.36748,高通胀(空头候选)
2020-02-29,5.2,1.1999499999999999,5.3636,正常
2020-02-29,5.2,1.19995,5.3636,正常
2020-03-31,4.3,1.19996,5.35972,正常
2020-03-31,4.3,1.19996,5.35972,正常
2020-04-30,3.3,1.19997,5.355840000000001,正常
2020-04-30,3.3,1.19997,5.355840000000001,正常
2020-05-31,2.4,1.19998,5.351960000000001,正常
2020-05-31,2.4,1.19998,5.351960000000001,正常
2020-06-30,2.5,1.19999,5.3480799999999995,正常
2020-06-30,2.5,1.19999,5.34808,正常
2020-07-31,2.7,1.2,5.3442,正常
2020-07-31,2.7,1.2,5.3442,正常
2020-08-31,2.4,1.2,5.32978,正常
2020-08-31,2.4,1.2,5.32978,正常
2020-09-30,1.7,1.2,5.315360000000002,正常
2020-09-30,1.7,1.2,5.315360000000002,正常
2020-10-31,0.5,1.19993,5.300940000000002,低通胀(多头候选)
2020-10-31,0.5,1.19993,5.300940000000002,低通胀(多头候选)
2020-11-30,-0.5,1.04996,5.286519999999999,低通胀(多头候选)
2020-11-30,-0.5,1.04996,5.286519999999999,低通胀(多头候选)
2020-12-31,0.2,0.925,5.2721,低通胀(多头候选)
2020-12-31,0.2,0.925,5.2721,低通胀(多头候选)
2021-01-31,-0.3,0.8600000000000002,5.257680000000001,低通胀(多头候选)
2021-01-31,-0.3,0.8600000000000002,5.257680000000001,低通胀(多头候选)
2021-02-28,-0.2,0.8,5.243260000000002,低通胀(多头候选)
2021-02-28,-0.2,0.8,5.243260000000002,低通胀(多头候选)
2021-03-31,0.4,0.7520000000000002,5.228840000000003,低通胀(多头候选)
2021-03-31,0.4,0.7520000000000002,5.228840000000003,低通胀(多头候选)
2021-04-30,0.9,0.7760000000000001,5.21442,正常
2021-04-30,0.9,0.7760000000000001,5.21442,正常
2021-05-31,1.3,0.8,5.2,正常
2021-05-31,1.3,0.8,5.2,正常
2021-06-30,1.1,0.8,5.1919200000000005,正常
2021-06-30,1.1,0.8,5.1919200000000005,正常
2021-07-31,1.0,0.8,5.183840000000001,正常
2021-07-31,1.0,0.8,5.183840000000001,正常
2021-08-31,0.8,0.8,5.175760000000001,正常
2021-08-31,0.8,0.8,5.175760000000001,正常
2021-09-30,0.7,0.7400000000000002,5.16768,低通胀(多头候选)
2021-09-30,0.7,0.7400000000000002,5.16768,低通胀(多头候选)
2021-10-31,1.5,0.75,5.1596,正常
2021-10-31,1.5,0.75,5.1596,正常
2021-11-30,2.3,0.7600000000000001,5.1515200000000005,正常
2021-11-30,2.3,0.7600000000000001,5.1515200000000005,正常
2021-12-31,1.5,0.7699999999999999,5.143440000000001,正常
2021-12-31,1.5,0.7699999999999999,5.143440000000001,正常
2022-01-31,0.9,0.7800000000000001,5.135360000000001,正常
2022-01-31,0.9,0.7800000000000001,5.135360000000001,正常
2022-02-28,0.9,0.7900000000000003,5.12728,正常
2022-02-28,0.9,0.7900000000000003,5.12728,正常
2022-03-31,1.5,0.8,5.1192,正常
2022-03-31,1.5,0.8,5.1192,正常
2022-04-30,2.1,0.8,5.1017100000000015,正常
2022-04-30,2.1,0.8,5.1017100000000015,正常
2022-05-31,2.1,0.8,5.084220000000002,正常
2022-05-31,2.1,0.8,5.084220000000002,正常
2022-06-30,2.5,0.8,5.066730000000003,正常
2022-06-30,2.5,0.8,5.066730000000003,正常
2022-07-31,2.7,0.8,5.049239999999999,正常
2022-07-31,2.7,0.8,5.049239999999999,正常
2022-08-31,2.5,0.8,5.031750000000001,正常
2022-08-31,2.5,0.8,5.031750000000001,正常
2022-09-30,2.8,0.8,5.014260000000001,正常
2022-09-30,2.8,0.8,5.014260000000001,正常
2022-10-31,2.1,0.8,4.996770000000002,正常
2022-10-31,2.1,0.8,4.996770000000002,正常
2022-11-30,1.6,0.8,4.979280000000003,正常
2022-11-30,1.6,0.8,4.979280000000003,正常
2022-12-31,1.8,0.8,4.961789999999999,正常
2022-12-31,1.8,0.8,4.961789999999999,正常
2023-01-31,2.1,0.8,4.9443,正常
2023-01-31,2.1,0.8,4.9443,正常
2023-02-28,1.0,0.8,4.94108,正常
2023-02-28,1.0,0.8,4.94108,正常
2023-03-31,0.7,0.8,4.937860000000001,低通胀(多头候选)
2023-03-31,0.7,0.8,4.937860000000001,低通胀(多头候选)
2023-04-30,0.1,0.7300000000000001,4.934640000000001,低通胀(多头候选)
2023-04-30,0.1,0.7300000000000001,4.934640000000001,低通胀(多头候选)
2023-05-31,0.2,0.7,4.93142,低通胀(多头候选)
2023-05-31,0.2,0.7,4.93142,低通胀(多头候选)
2023-06-30,0.0,0.63,4.9282,低通胀(多头候选)
2023-06-30,0.0,0.63,4.9282,低通胀(多头候选)
2023-07-31,-0.3,0.5360000000000001,4.92498,低通胀(多头候选)
2023-07-31,-0.3,0.5360000000000001,4.92498,低通胀(多头候选)
2023-08-31,0.1,0.4699999999999999,4.92176,低通胀(多头候选)
2023-08-31,0.1,0.4699999999999999,4.92176,低通胀(多头候选)
2023-09-30,0.0,0.36000000000000015,4.91854,低通胀(多头候选)
2023-09-30,0.0,0.3600000000000001,4.91854,低通胀(多头候选)
2023-10-31,-0.2,0.2,4.91532,低通胀(多头候选)
2023-10-31,-0.2,0.2,4.9153199999999995,低通胀(多头候选)
2023-11-30,-0.5,0.2,4.9121,低通胀(多头候选)
2023-11-30,-0.5,0.2,4.9121,低通胀(多头候选)
2023-12-31,-0.3,0.11000000000000015,4.9109,低通胀(多头候选)
2023-12-31,-0.3,0.1100000000000001,4.9109,低通胀(多头候选)
2024-01-31,-0.8,0.1,4.9097,低通胀(多头候选)
2024-01-31,-0.8,0.1,4.9097,低通胀(多头候选)
2024-02-29,0.7,0.1,4.9085,正常
2024-02-29,0.7,0.1,4.9085,正常
2024-03-31,0.1,0.1,4.9073,正常
2024-03-31,0.1,0.1,4.9073,正常
2024-04-30,0.3,0.1,4.9061,正常
2024-04-30,0.3,0.1,4.9061,正常
2024-05-31,0.3,0.1,4.9049,正常
2024-05-31,0.3,0.1,4.9049,正常
2024-06-30,0.2,0.1,4.9037,正常
2024-06-30,0.2,0.1,4.9037,正常
2024-07-31,0.5,0.1,4.9025,正常
2024-07-31,0.5,0.1,4.9025,正常
2024-08-31,0.6,0.1,4.9013,正常
2024-08-31,0.6,0.1,4.9013,正常
2024-09-30,0.4,0.1,4.9001,正常
2024-09-30,0.4,0.1,4.9001,正常
2024-10-31,0.3,0.1,4.874340000000002,正常
2024-10-31,0.3,0.1,4.874340000000002,正常
2024-11-30,0.2,0.1,4.848580000000003,正常
2024-11-30,0.2,0.1,4.848580000000003,正常
2024-12-31,0.1,0.1,4.8228200000000045,正常
2024-12-31,0.1,0.1,4.8228200000000045,正常
2025-01-31,0.5,0.1,4.797059999999998,正常
2025-01-31,0.5,0.1,4.797059999999998,正常
2025-02-28,-0.7,0.1,4.7713,低通胀(多头候选)
2025-02-28,-0.7,0.1,4.7713,低通胀(多头候选)
2025-03-31,-0.1,0.060000000000000143,4.745540000000002,低通胀(多头候选)
2025-03-31,-0.1,0.0600000000000001,4.745540000000002,低通胀(多头候选)
2025-04-30,-0.1,0.0,4.719780000000003,低通胀(多头候选)
2025-04-30,-0.1,0.0,4.719780000000003,低通胀(多头候选)
2025-05-31,-0.1,-0.019999999999999934,4.6940200000000045,低通胀(多头候选)
2025-05-31,-0.1,-0.0199999999999999,4.6940200000000045,低通胀(多头候选)
2025-06-30,0.1,-0.0099999999999997,4.668259999999998,正常
2025-06-30,0.1,-0.009999999999999787,4.668259999999998,正常
2025-07-31,0.0,0.0,4.6425,正常
2025-07-31,0.0,0.0,4.6425,正常
2025-08-31,-0.4,-0.08999999999999986,4.63684,低通胀(多头候选)
2025-08-31,-0.4,-0.0899999999999998,4.63684,低通胀(多头候选)
2025-09-30,-0.3,-0.1,4.6311800000000005,低通胀(多头候选)
2025-09-30,-0.3,-0.1,4.6311800000000005,低通胀(多头候选)
2025-10-31,0.2,-0.1,4.625520000000001,正常
2025-10-31,0.2,-0.1,4.625520000000001,正常
2025-11-30,0.7,-0.1,4.619859999999999,正常
2025-11-30,0.7,-0.1,4.619859999999999,正常
2025-12-31,0.8,-0.1,4.6142,正常
2025-12-31,0.8,-0.1,4.6142,正常
2026-01-31,0.2,-0.1,4.6085400000000005,正常
2026-01-31,0.2,-0.1,4.6085400000000005,正常
2026-02-28,1.3,-0.1,4.602880000000001,正常
2026-02-28,1.3,-0.1,4.602880000000001,正常
2026-03-31,1.0,-0.1,4.597220000000001,正常
2026-03-31,1.0,-0.1,4.597220000000001,正常
2026-04-30,1.2,-0.1,4.591559999999999,正常
2026-04-30,1.2,-0.1,4.591559999999999,正常
2026-05-31,1.2,-0.1,4.5859,正常
2026-05-31,1.2,-0.1,4.5859,正常
2026-06-30,1.0,-0.08999999999999986,4.58216,正常
2026-06-30,1.0,-0.0899999999999998,4.58216,正常
2026-07-31,0.5,-0.0799999999999997,4.57842,正常
2026-07-31,0.5,-0.07999999999999972,4.57842,正常
