signal_available_date,m2_stat_period_end,available_date,m2_yoy_pct,conservative_available_date,gdp_stat_period_end,nominal_gdp_cum_yoy_pct,date,m2_minus_nominal_gdp_pct_point,signal_score,signal_text,effective_date
2014-02-20,2014-01-31,2014-02-20,13.2,2014-01-31,2013-12-31,10.255472679433076,2014-02-20,2.944527320566923,1.0,看多：M2增速高于名义GDP增速,2014-02-21
2014-03-20,2014-02-28,2014-03-20,13.3,2014-01-31,2013-12-31,10.255472679433076,2014-03-20,3.0445273205669245,1.0,看多：M2增速高于名义GDP增速,2014-03-21
2014-04-20,2014-03-31,2014-04-20,12.1,2014-01-31,2013-12-31,10.255472679433076,2014-04-20,1.8445273205669235,1.0,看多：M2增速高于名义GDP增速,2014-04-21
2014-04-30,2014-03-31,2014-04-20,12.1,2014-04-30,2014-03-31,8.841163575591992,2014-04-30,3.258836424408008,1.0,看多：M2增速高于名义GDP增速,2014-05-05
2014-05-20,2014-04-30,2014-05-20,13.2,2014-04-30,2014-03-31,8.841163575591992,2014-05-20,4.358836424408008,1.0,看多：M2增速高于名义GDP增速,2014-05-21
2014-06-20,2014-05-31,2014-06-20,13.4,2014-04-30,2014-03-31,8.841163575591992,2014-06-20,4.558836424408009,1.0,看多：M2增速高于名义GDP增速,2014-06-23
2014-07-20,2014-06-30,2014-07-20,14.7,2014-04-30,2014-03-31,8.841163575591992,2014-07-20,5.858836424408008,1.0,看多：M2增速高于名义GDP增速,2014-07-21
2014-07-31,2014-06-30,2014-07-20,14.7,2014-07-31,2014-06-30,8.9959265249272,2014-07-31,5.7040734750728,1.0,看多：M2增速高于名义GDP增速,2014-08-01
2014-08-20,2014-07-31,2014-08-20,13.5,2014-07-31,2014-06-30,8.9959265249272,2014-08-20,4.504073475072801,1.0,看多：M2增速高于名义GDP增速,2014-08-21
2014-09-20,2014-08-31,2014-09-20,12.8,2014-07-31,2014-06-30,8.9959265249272,2014-09-20,3.8040734750728014,1.0,看多：M2增速高于名义GDP增速,2014-09-22
2014-10-20,2014-09-30,2014-10-20,12.9,2014-07-31,2014-06-30,8.9959265249272,2014-10-20,3.904073475072801,1.0,看多：M2增速高于名义GDP增速,2014-10-21
2014-10-31,2014-09-30,2014-10-20,12.9,2014-10-31,2014-09-30,8.923986357348856,2014-10-31,3.9760136426511448,1.0,看多：M2增速高于名义GDP增速,2014-11-03
2014-11-20,2014-10-31,2014-11-20,12.6,2014-10-31,2014-09-30,8.923986357348856,2014-11-20,3.676013642651144,1.0,看多：M2增速高于名义GDP增速,2014-11-21
2014-12-20,2014-11-30,2014-12-20,12.3,2014-10-31,2014-09-30,8.923986357348856,2014-12-20,3.376013642651145,1.0,看多：M2增速高于名义GDP增速,2014-12-22
2015-01-20,2014-12-31,2015-01-20,12.2,2014-10-31,2014-09-30,8.923986357348856,2015-01-20,3.2760136426511437,1.0,看多：M2增速高于名义GDP增速,2015-01-21
2015-01-31,2014-12-31,2015-01-20,12.2,2015-01-31,2014-12-31,8.634407690151624,2015-01-31,3.565592309848375,1.0,看多：M2增速高于名义GDP增速,2015-02-02
2015-02-20,2015-01-31,2015-02-20,10.8,2015-01-31,2014-12-31,8.634407690151624,2015-02-20,2.1655923098483765,1.0,看多：M2增速高于名义GDP增速,2015-02-25
2015-03-20,2015-02-28,2015-03-20,12.5,2015-01-31,2014-12-31,8.634407690151624,2015-03-20,3.8655923098483758,1.0,看多：M2增速高于名义GDP增速,2015-03-23
2015-04-20,2015-03-31,2015-04-20,11.6,2015-01-31,2014-12-31,8.634407690151624,2015-04-20,2.9655923098483754,1.0,看多：M2增速高于名义GDP增速,2015-04-21
2015-04-30,2015-03-31,2015-04-20,11.6,2015-04-30,2015-03-31,7.407025527485844,2015-04-30,4.192974472514155,1.0,看多：M2增速高于名义GDP增速,2015-05-04
2015-05-20,2015-04-30,2015-05-20,10.1,2015-04-30,2015-03-31,7.407025527485844,2015-05-20,2.6929744725141553,1.0,看多：M2增速高于名义GDP增速,2015-05-21
2015-06-20,2015-05-31,2015-06-20,10.8,2015-04-30,2015-03-31,7.407025527485844,2015-06-20,3.3929744725141564,1.0,看多：M2增速高于名义GDP增速,2015-06-23
2015-07-20,2015-06-30,2015-07-20,11.8,2015-04-30,2015-03-31,7.407025527485844,2015-07-20,4.392974472514156,1.0,看多：M2增速高于名义GDP增速,2015-07-21
2015-07-31,2015-06-30,2015-07-20,11.8,2015-07-31,2015-06-30,7.6094292540273,2015-07-31,4.190570745972701,1.0,看多：M2增速高于名义GDP增速,2015-08-03
2015-08-20,2015-07-31,2015-08-20,13.3,2015-07-31,2015-06-30,7.6094292540273,2015-08-20,5.690570745972701,1.0,看多：M2增速高于名义GDP增速,2015-08-21
2015-09-20,2015-08-31,2015-09-20,13.3,2015-07-31,2015-06-30,7.6094292540273,2015-09-20,5.690570745972701,1.0,看多：M2增速高于名义GDP增速,2015-09-21
2015-10-20,2015-09-30,2015-10-20,13.1,2015-07-31,2015-06-30,7.6094292540273,2015-10-20,5.4905707459727,1.0,看多：M2增速高于名义GDP增速,2015-10-21
2015-10-31,2015-09-30,2015-10-20,13.1,2015-10-31,2015-09-30,7.331073666756072,2015-10-31,5.768926333243928,1.0,看多：M2增速高于名义GDP增速,2015-11-02
2015-11-20,2015-10-31,2015-11-20,13.5,2015-10-31,2015-09-30,7.331073666756072,2015-11-20,6.168926333243928,1.0,看多：M2增速高于名义GDP增速,2015-11-23
2015-12-20,2015-11-30,2015-12-20,13.7,2015-10-31,2015-09-30,7.331073666756072,2015-12-20,6.368926333243928,1.0,看多：M2增速高于名义GDP增速,2015-12-21
2016-01-20,2015-12-31,2016-01-20,13.3,2015-10-31,2015-09-30,7.331073666756072,2016-01-20,5.968926333243929,1.0,看多：M2增速高于名义GDP增速,2016-01-21
2016-01-31,2015-12-31,2016-01-20,13.3,2016-01-31,2015-12-31,7.125620384429054,2016-01-31,6.174379615570946,1.0,看多：M2增速高于名义GDP增速,2016-02-01
2016-02-20,2016-01-31,2016-02-20,14.0,2016-01-31,2015-12-31,7.125620384429054,2016-02-20,6.874379615570946,1.0,看多：M2增速高于名义GDP增速,2016-02-22
2016-03-20,2016-02-29,2016-03-20,13.3,2016-01-31,2015-12-31,7.125620384429054,2016-03-20,6.174379615570946,1.0,看多：M2增速高于名义GDP增速,2016-03-21
2016-04-20,2016-03-31,2016-04-20,13.4,2016-01-31,2015-12-31,7.125620384429054,2016-04-20,6.274379615570946,1.0,看多：M2增速高于名义GDP增速,2016-04-21
2016-04-30,2016-03-31,2016-04-20,13.4,2016-04-30,2016-03-31,7.500677817027013,2016-04-30,5.899322182972988,1.0,看多：M2增速高于名义GDP增速,2016-05-03
2016-05-20,2016-04-30,2016-05-20,12.8,2016-04-30,2016-03-31,7.500677817027013,2016-05-20,5.299322182972988,1.0,看多：M2增速高于名义GDP增速,2016-05-23
2016-06-20,2016-05-31,2016-06-20,11.8,2016-04-30,2016-03-31,7.500677817027013,2016-06-20,4.299322182972988,1.0,看多：M2增速高于名义GDP增速,2016-06-21
2016-07-20,2016-06-30,2016-07-20,11.8,2016-04-30,2016-03-31,7.500677817027013,2016-07-20,4.299322182972988,1.0,看多：M2增速高于名义GDP增速,2016-07-21
2016-07-31,2016-06-30,2016-07-20,11.8,2016-07-31,2016-06-30,7.568920168902249,2016-07-31,4.231079831097752,1.0,看多：M2增速高于名义GDP增速,2016-08-01
2016-08-20,2016-07-31,2016-08-20,10.2,2016-07-31,2016-06-30,7.568920168902249,2016-08-20,2.6310798310977503,1.0,看多：M2增速高于名义GDP增速,2016-08-22
2016-09-20,2016-08-31,2016-09-20,11.4,2016-07-31,2016-06-30,7.568920168902249,2016-09-20,3.8310798310977514,1.0,看多：M2增速高于名义GDP增速,2016-09-21
2016-10-20,2016-09-30,2016-10-20,11.5,2016-07-31,2016-06-30,7.568920168902249,2016-10-20,3.931079831097751,1.0,看多：M2增速高于名义GDP增速,2016-10-21
2016-10-31,2016-09-30,2016-10-20,11.5,2016-10-31,2016-09-30,7.783441803273994,2016-10-31,3.716558196726006,1.0,看多：M2增速高于名义GDP增速,2016-11-01
2016-11-20,2016-10-31,2016-11-20,11.6,2016-10-31,2016-09-30,7.783441803273994,2016-11-20,3.816558196726006,1.0,看多：M2增速高于名义GDP增速,2016-11-21
2016-12-20,2016-11-30,2016-12-20,11.4,2016-10-31,2016-09-30,7.783441803273994,2016-12-20,3.6165581967260065,1.0,看多：M2增速高于名义GDP增速,2016-12-21
2017-01-20,2016-12-31,2017-01-20,11.3,2016-10-31,2016-09-30,7.783441803273994,2017-01-20,3.516558196726007,1.0,看多：M2增速高于名义GDP增速,2017-01-23
2017-01-31,2016-12-31,2017-01-20,11.3,2017-01-31,2016-12-31,8.353101692997189,2017-01-31,2.9468983070028116,1.0,看多：M2增速高于名义GDP增速,2017-02-03
2017-02-20,2017-01-31,2017-02-20,10.7032,2017-01-31,2016-12-31,8.353101692997189,2017-02-20,2.3500983070028116,1.0,看多：M2增速高于名义GDP增速,2017-02-21
2017-03-20,2017-02-28,2017-03-20,10.45,2017-01-31,2016-12-31,8.353101692997189,2017-03-20,2.09689830700281,1.0,看多：M2增速高于名义GDP增速,2017-03-21
2017-04-20,2017-03-31,2017-04-20,10.1178,2017-01-31,2016-12-31,8.353101692997189,2017-04-20,1.7646983070028117,1.0,看多：M2增速高于名义GDP增速,2017-04-21
2017-04-30,2017-03-31,2017-04-20,10.1178,2017-04-30,2017-03-31,11.789341196474146,2017-04-30,-1.671541196474145,-1.0,看空：M2增速低于名义GDP增速,2017-05-02
2017-05-20,2017-04-30,2017-05-20,9.8426,2017-04-30,2017-03-31,11.789341196474146,2017-05-20,-1.9467411964741466,-1.0,看空：M2增速低于名义GDP增速,2017-05-22
