date,manufacturing_pmi,available_date,ma6,ma12,signal_score,signal_text,effective_date
2012-06-30,50.2,2012-06-30,51.416666666666664,50.916666666666664,1.0,看多：PMI趋势上行,2012-07-02
2012-07-31,50.1,2012-07-31,51.35,50.86666666666667,1.0,看多：PMI趋势上行,2012-08-01
2012-08-31,49.2,2012-08-31,51.050000000000004,50.725,1.0,看多：PMI趋势上行,2012-09-03
2012-09-30,49.8,2012-09-30,50.5,50.60833333333333,-1.0,看空：PMI趋势下行,2012-10-08
2012-10-31,50.2,2012-10-31,49.98333333333333,50.59166666666667,-1.0,看空：PMI趋势下行,2012-11-01
2012-11-30,50.6,2012-11-30,50.01666666666667,50.725,-1.0,看空：PMI趋势下行,2012-12-03
2012-12-31,50.6,2012-12-31,50.083333333333336,50.75,-1.0,看空：PMI趋势下行,2013-01-04
2013-01-31,50.4,2013-01-31,50.13333333333333,50.741666666666674,-1.0,看空：PMI趋势下行,2013-02-01
2013-02-28,50.1,2013-02-28,50.28333333333333,50.666666666666664,-1.0,看空：PMI趋势下行,2013-03-01
2013-03-31,50.9,2013-03-31,50.46666666666667,50.48333333333333,-1.0,看空：PMI趋势下行,2013-04-01
2013-04-30,50.6,2013-04-30,50.53333333333333,50.25833333333333,1.0,看多：PMI趋势上行,2013-05-02
2013-05-31,50.8,2013-05-31,50.56666666666666,50.291666666666664,1.0,看多：PMI趋势上行,2013-06-03
2013-06-30,50.1,2013-06-30,50.48333333333333,50.28333333333334,1.0,看多：PMI趋势上行,2013-07-01
2013-07-31,50.3,2013-07-31,50.46666666666667,50.300000000000004,1.0,看多：PMI趋势上行,2013-08-01
2013-08-31,51.0,2013-08-31,50.61666666666667,50.449999999999996,1.0,看多：PMI趋势上行,2013-09-02
2013-09-30,51.1,2013-09-30,50.65,50.55833333333334,1.0,看多：PMI趋势上行,2013-10-08
2013-10-31,51.4,2013-10-31,50.78333333333333,50.65833333333333,1.0,看多：PMI趋势上行,2013-11-01
2013-11-30,51.4,2013-11-30,50.88333333333333,50.724999999999994,1.0,看多：PMI趋势上行,2013-12-02
2013-12-31,51.0,2013-12-31,51.03333333333333,50.75833333333333,1.0,看多：PMI趋势上行,2014-01-02
2014-01-31,50.5,2014-01-31,51.06666666666666,50.76666666666667,1.0,看多：PMI趋势上行,2014-02-07
2014-02-28,50.2,2014-02-28,50.93333333333333,50.775000000000006,1.0,看多：PMI趋势上行,2014-03-03
2014-03-31,50.3,2014-03-31,50.800000000000004,50.725,1.0,看多：PMI趋势上行,2014-04-01
2014-04-30,50.4,2014-04-30,50.63333333333333,50.708333333333336,-1.0,看空：PMI趋势下行,2014-05-05
2014-05-31,50.8,2014-05-31,50.53333333333333,50.708333333333336,-1.0,看空：PMI趋势下行,2014-06-03
2014-06-30,51.0,2014-06-30,50.53333333333333,50.78333333333334,-1.0,看空：PMI趋势下行,2014-07-01
2014-07-31,51.7,2014-07-31,50.73333333333333,50.9,-1.0,看空：PMI趋势下行,2014-08-01
2014-08-31,51.1,2014-08-31,50.88333333333333,50.90833333333333,-1.0,看空：PMI趋势下行,2014-09-01
2014-09-30,51.1,2014-09-30,51.01666666666667,50.90833333333333,1.0,看多：PMI趋势上行,2014-10-08
2014-10-31,50.8,2014-10-31,51.083333333333336,50.85833333333333,1.0,看多：PMI趋势上行,2014-11-03
2014-11-30,50.3,2014-11-30,51.0,50.76666666666667,1.0,看多：PMI趋势上行,2014-12-01
2014-12-31,50.1,2014-12-31,50.849999999999994,50.69166666666666,1.0,看多：PMI趋势上行,2015-01-05
2015-01-31,49.8,2015-01-31,50.53333333333333,50.63333333333333,-1.0,看空：PMI趋势下行,2015-02-02
2015-02-28,49.9,2015-02-28,50.333333333333336,50.60833333333333,-1.0,看空：PMI趋势下行,2015-03-02
2015-03-31,50.1,2015-03-31,50.166666666666664,50.59166666666667,-1.0,看空：PMI趋势下行,2015-04-01
2015-04-30,50.1,2015-04-30,50.050000000000004,50.56666666666667,-1.0,看空：PMI趋势下行,2015-05-04
2015-05-31,50.2,2015-05-31,50.03333333333333,50.51666666666666,-1.0,看空：PMI趋势下行,2015-06-01
2015-06-30,50.2,2015-06-30,50.050000000000004,50.449999999999996,-1.0,看空：PMI趋势下行,2015-07-01
2015-07-31,50.0,2015-07-31,50.083333333333336,50.30833333333334,-1.0,看空：PMI趋势下行,2015-08-03
2015-08-31,49.7,2015-08-31,50.050000000000004,50.19166666666666,-1.0,看空：PMI趋势下行,2015-09-01
2015-09-30,49.8,2015-09-30,50.0,50.083333333333336,-1.0,看空：PMI趋势下行,2015-10-08
2015-10-31,49.8,2015-10-31,49.949999999999996,50.0,-1.0,看空：PMI趋势下行,2015-11-02
2015-11-30,49.6,2015-11-30,49.85,49.94166666666666,-1.0,看空：PMI趋势下行,2015-12-01
2015-12-31,49.7,2015-12-31,49.76666666666667,49.90833333333334,-1.0,看空：PMI趋势下行,2016-01-04
2016-01-31,49.4,2016-01-31,49.666666666666664,49.875,-1.0,看空：PMI趋势下行,2016-02-01
2016-02-29,49.0,2016-02-29,49.550000000000004,49.800000000000004,-1.0,看空：PMI趋势下行,2016-03-01
2016-03-31,50.2,2016-03-31,49.61666666666667,49.80833333333334,-1.0,看空：PMI趋势下行,2016-04-01
2016-04-30,50.1,2016-04-30,49.666666666666664,49.80833333333333,-1.0,看空：PMI趋势下行,2016-05-03
2016-05-31,50.1,2016-05-31,49.75,49.800000000000004,-1.0,看空：PMI趋势下行,2016-06-01
2016-06-30,50.0,2016-06-30,49.800000000000004,49.78333333333333,1.0,看多：PMI趋势上行,2016-07-01
2016-07-31,49.9,2016-07-31,49.88333333333333,49.775,1.0,看多：PMI趋势上行,2016-08-01
2016-08-31,50.4,2016-08-31,50.116666666666674,49.833333333333336,1.0,看多：PMI趋势上行,2016-09-01
2016-09-30,50.4,2016-09-30,50.15,49.88333333333333,1.0,看多：PMI趋势上行,2016-10-10
2016-10-31,51.2,2016-10-31,50.333333333333336,50.0,1.0,看多：PMI趋势上行,2016-11-01
2016-11-30,51.7,2016-11-30,50.599999999999994,50.175000000000004,1.0,看多：PMI趋势上行,2016-12-01
2016-12-31,51.4,2016-12-31,50.833333333333336,50.31666666666666,1.0,看多：PMI趋势上行,2017-01-03
2017-01-31,51.3,2017-01-31,51.06666666666666,50.475,1.0,看多：PMI趋势上行,2017-02-03
2017-02-28,51.6,2017-02-28,51.26666666666667,50.69166666666666,1.0,看多：PMI趋势上行,2017-03-01
2017-03-31,51.8,2017-03-31,51.5,50.824999999999996,1.0,看多：PMI趋势上行,2017-04-05
2017-04-30,51.2,2017-04-30,51.5,50.916666666666664,1.0,看多：PMI趋势上行,2017-05-02
2017-05-31,51.2,2017-05-31,51.416666666666664,51.00833333333333,1.0,看多：PMI趋势上行,2017-06-01
2017-06-30,51.7,2017-06-30,51.46666666666667,51.150000000000006,1.0,看多：PMI趋势上行,2017-07-03
2017-07-31,51.4,2017-07-31,51.48333333333333,51.275000000000006,1.0,看多：PMI趋势上行,2017-08-01
2017-08-31,51.7,2017-08-31,51.5,51.38333333333333,1.0,看多：PMI趋势上行,2017-09-01
2017-09-30,52.4,2017-09-30,51.6,51.550000000000004,1.0,看多：PMI趋势上行,2017-10-09
2017-10-31,51.6,2017-10-31,51.666666666666664,51.583333333333336,1.0,看多：PMI趋势上行,2017-11-01
2017-11-30,51.8,2017-11-30,51.76666666666667,51.59166666666667,1.0,看多：PMI趋势上行,2017-12-01
2017-12-31,51.6,2017-12-31,51.75,51.60833333333334,1.0,看多：PMI趋势上行,2018-01-02
2018-01-31,51.3,2018-01-31,51.73333333333334,51.60833333333333,1.0,看多：PMI趋势上行,2018-02-01
2018-02-28,50.3,2018-02-28,51.5,51.5,,样本不足,2018-03-01
2018-03-31,51.5,2018-03-31,51.35,51.474999999999994,-1.0,看空：PMI趋势下行,2018-04-02
2018-04-30,51.4,2018-04-30,51.31666666666666,51.491666666666674,-1.0,看空：PMI趋势下行,2018-05-02
2018-05-31,51.9,2018-05-31,51.333333333333336,51.550000000000004,-1.0,看空：PMI趋势下行,2018-06-01
2018-06-30,51.5,2018-06-30,51.31666666666666,51.53333333333333,-1.0,看空：PMI趋势下行,2018-07-02
2018-07-31,51.2,2018-07-31,51.300000000000004,51.51666666666666,-1.0,看空：PMI趋势下行,2018-08-01
2018-08-31,51.3,2018-08-31,51.46666666666666,51.48333333333334,-1.0,看空：PMI趋势下行,2018-09-03
2018-09-30,50.8,2018-09-30,51.349999999999994,51.349999999999994,,样本不足,2018-10-08
2018-10-31,50.2,2018-10-31,51.15,51.23333333333334,-1.0,看空：PMI趋势下行,2018-11-01
2018-11-30,50.0,2018-11-30,50.833333333333336,51.083333333333336,-1.0,看空：PMI趋势下行,2018-12-03
2018-12-31,49.4,2018-12-31,50.48333333333333,50.9,-1.0,看空：PMI趋势下行,2019-01-02
2019-01-31,49.5,2019-01-31,50.199999999999996,50.75,-1.0,看空：PMI趋势下行,2019-02-01
2019-02-28,49.2,2019-02-28,49.85,50.65833333333334,-1.0,看空：PMI趋势下行,2019-03-01
2019-03-31,50.5,2019-03-31,49.800000000000004,50.57500000000001,-1.0,看空：PMI趋势下行,2019-04-01
2019-04-30,50.1,2019-04-30,49.78333333333333,50.46666666666666,-1.0,看空：PMI趋势下行,2019-05-06
2019-05-31,49.4,2019-05-31,49.68333333333334,50.258333333333326,-1.0,看空：PMI趋势下行,2019-06-03
2019-06-30,49.4,2019-06-30,49.68333333333334,50.083333333333336,-1.0,看空：PMI趋势下行,2019-07-01
2019-07-31,49.7,2019-07-31,49.71666666666667,49.958333333333336,-1.0,看空：PMI趋势下行,2019-08-01
2019-08-31,49.5,2019-08-31,49.76666666666667,49.80833333333333,-1.0,看空：PMI趋势下行,2019-09-02
2019-09-30,49.8,2019-09-30,49.65,49.725,-1.0,看空：PMI趋势下行,2019-10-08
2019-10-31,49.3,2019-10-31,49.51666666666667,49.65,-1.0,看空：PMI趋势下行,2019-11-01
2019-11-30,50.2,2019-11-30,49.65,49.666666666666664,-1.0,看空：PMI趋势下行,2019-12-02
2019-12-31,50.2,2019-12-31,49.78333333333333,49.73333333333333,1.0,看多：PMI趋势上行,2020-01-02
2020-01-31,50.0,2020-01-31,49.833333333333336,49.775,1.0,看多：PMI趋势上行,2020-02-03
2020-02-29,35.7,2020-02-29,47.53333333333333,48.65,-1.0,看空：PMI趋势下行,2020-03-02
2020-03-31,52.0,2020-03-31,47.9,48.775,-1.0,看空：PMI趋势下行,2020-04-01
2020-04-30,50.8,2020-04-30,48.150000000000006,48.833333333333336,-1.0,看空：PMI趋势下行,2020-05-06
2020-05-31,50.6,2020-05-31,48.21666666666667,48.93333333333333,-1.0,看空：PMI趋势下行,2020-06-01
2020-06-30,50.9,2020-06-30,48.333333333333336,49.05833333333333,-1.0,看空：PMI趋势下行,2020-07-01
2020-07-31,51.1,2020-07-31,48.51666666666667,49.175000000000004,-1.0,看空：PMI趋势下行,2020-08-03
2020-08-31,51.0,2020-08-31,51.06666666666666,49.300000000000004,1.0,看多：PMI趋势上行,2020-09-01
2020-09-30,51.5,2020-09-30,50.98333333333333,49.44166666666666,1.0,看多：PMI趋势上行,2020-10-09
2020-10-31,51.4,2020-10-31,51.083333333333336,49.61666666666667,1.0,看多：PMI趋势上行,2020-11-02
2020-11-30,52.1,2020-11-30,51.333333333333336,49.775,1.0,看多：PMI趋势上行,2020-12-01
2020-12-31,51.9,2020-12-31,51.5,49.916666666666664,1.0,看多：PMI趋势上行,2021-01-04
2021-01-31,51.3,2021-01-31,51.53333333333333,50.025000000000006,1.0,看多：PMI趋势上行,2021-02-01
2021-02-28,50.6,2021-02-28,51.46666666666666,51.26666666666667,1.0,看多：PMI趋势上行,2021-03-01
2021-03-31,51.9,2021-03-31,51.53333333333333,51.25833333333333,1.0,看多：PMI趋势上行,2021-04-01
2021-04-30,51.1,2021-04-30,51.48333333333333,51.28333333333334,1.0,看多：PMI趋势上行,2021-05-06
2021-05-31,51.0,2021-05-31,51.29999999999999,51.31666666666666,-1.0,看空：PMI趋势下行,2021-06-01
2021-06-30,50.9,2021-06-30,51.13333333333333,51.31666666666667,-1.0,看空：PMI趋势下行,2021-07-01
2021-07-31,50.4,2021-07-31,50.98333333333333,51.25833333333333,-1.0,看空：PMI趋势下行,2021-08-02
2021-08-31,50.1,2021-08-31,50.9,51.18333333333334,-1.0,看空：PMI趋势下行,2021-09-01
2021-09-30,49.6,2021-09-30,50.51666666666667,51.025,-1.0,看空：PMI趋势下行,2021-10-08
2021-10-31,49.2,2021-10-31,50.199999999999996,50.84166666666667,-1.0,看空：PMI趋势下行,2021-11-01
2021-11-30,50.1,2021-11-30,50.050000000000004,50.675000000000004,-1.0,看空：PMI趋势下行,2021-12-01
2021-12-31,50.3,2021-12-31,49.949999999999996,50.541666666666664,-1.0,看空：PMI趋势下行,2022-01-04
2022-01-31,50.1,2022-01-31,49.900000000000006,50.44166666666666,-1.0,看空：PMI趋势下行,2022-02-07
2022-02-28,50.2,2022-02-28,49.916666666666664,50.40833333333334,-1.0,看空：PMI趋势下行,2022-03-01
2022-03-31,49.5,2022-03-31,49.9,50.208333333333336,-1.0,看空：PMI趋势下行,2022-04-01
2022-04-30,47.4,2022-04-30,49.6,49.900000000000006,-1.0,看空：PMI趋势下行,2022-05-05
2022-05-31,49.6,2022-05-31,49.51666666666667,49.78333333333333,-1.0,看空：PMI趋势下行,2022-06-01
2022-06-30,50.2,2022-06-30,49.5,49.724999999999994,-1.0,看空：PMI趋势下行,2022-07-01
2022-07-31,49.0,2022-07-31,49.31666666666666,49.60833333333333,-1.0,看空：PMI趋势下行,2022-08-01
2022-08-31,49.4,2022-08-31,49.18333333333334,49.550000000000004,-1.0,看空：PMI趋势下行,2022-09-01
2022-09-30,50.1,2022-09-30,49.28333333333333,49.59166666666666,-1.0,看空：PMI趋势下行,2022-10-10
2022-10-31,49.2,2022-10-31,49.583333333333336,49.59166666666667,-1.0,看空：PMI趋势下行,2022-11-01
2022-11-30,48.0,2022-11-30,49.31666666666666,49.416666666666664,-1.0,看空：PMI趋势下行,2022-12-01
2022-12-31,47.0,2022-12-31,48.78333333333334,49.14166666666667,-1.0,看空：PMI趋势下行,2023-01-03
2023-01-31,50.1,2023-01-31,48.96666666666667,49.14166666666667,-1.0,看空：PMI趋势下行,2023-02-01
2023-02-28,52.6,2023-02-28,49.5,49.34166666666667,1.0,看多：PMI趋势上行,2023-03-01
2023-03-31,51.9,2023-03-31,49.800000000000004,49.541666666666664,1.0,看多：PMI趋势上行,2023-04-03
2023-04-30,49.2,2023-04-30,49.800000000000004,49.69166666666666,1.0,看多：PMI趋势上行,2023-05-04
2023-05-31,48.8,2023-05-31,49.93333333333334,49.625,1.0,看多：PMI趋势上行,2023-06-01
2023-06-30,49.0,2023-06-30,50.26666666666667,49.525000000000006,1.0,看多：PMI趋势上行,2023-07-03
2023-07-31,49.3,2023-07-31,50.13333333333333,49.550000000000004,1.0,看多：PMI趋势上行,2023-08-01
2023-08-31,49.7,2023-08-31,49.65,49.574999999999996,1.0,看多：PMI趋势上行,2023-09-01
2023-09-30,50.2,2023-09-30,49.36666666666667,49.583333333333336,-1.0,看空：PMI趋势下行,2023-10-09
2023-10-31,49.5,2023-10-31,49.416666666666664,49.60833333333333,-1.0,看空：PMI趋势下行,2023-11-01
2023-11-30,49.4,2023-11-30,49.51666666666667,49.725,-1.0,看空：PMI趋势下行,2023-12-01
2023-12-31,49.0,2023-12-31,49.51666666666667,49.89166666666667,-1.0,看空：PMI趋势下行,2024-01-02
2024-01-31,49.2,2024-01-31,49.5,49.81666666666666,-1.0,看空：PMI趋势下行,2024-02-01
2024-02-29,49.1,2024-02-29,49.400000000000006,49.525,-1.0,看空：PMI趋势下行,2024-03-01
2024-03-31,50.8,2024-03-31,49.5,49.43333333333333,1.0,看多：PMI趋势上行,2024-04-01
2024-04-30,50.4,2024-04-30,49.65,49.53333333333334,1.0,看多：PMI趋势上行,2024-05-06
2024-05-31,49.5,2024-05-31,49.666666666666664,49.59166666666667,1.0,看多：PMI趋势上行,2024-06-03
2024-06-30,49.5,2024-06-30,49.75,49.63333333333333,1.0,看多：PMI趋势上行,2024-07-01
2024-07-31,49.4,2024-07-31,49.78333333333333,49.64166666666667,1.0,看多：PMI趋势上行,2024-08-01
2024-08-31,49.1,2024-08-31,49.78333333333333,49.59166666666667,1.0,看多：PMI趋势上行,2024-09-02
2024-09-30,49.8,2024-09-30,49.61666666666667,49.55833333333334,1.0,看多：PMI趋势上行,2024-10-08
2024-10-31,50.1,2024-10-31,49.56666666666667,49.60833333333334,-1.0,看空：PMI趋势下行,2024-11-01
2024-11-30,50.3,2024-11-30,49.699999999999996,49.68333333333333,1.0,看多：PMI趋势上行,2024-12-02
2024-12-31,50.1,2024-12-31,49.800000000000004,49.775,1.0,看多：PMI趋势上行,2025-01-02
2025-01-31,49.1,2025-01-31,49.75,49.76666666666667,-1.0,看空：PMI趋势下行,2025-02-05
2025-02-28,50.2,2025-02-28,49.93333333333333,49.85833333333333,1.0,看多：PMI趋势上行,2025-03-03
2025-03-31,50.5,2025-03-31,50.050000000000004,49.833333333333336,1.0,看多：PMI趋势上行,2025-04-01
2025-04-30,49.0,2025-04-30,49.86666666666667,49.71666666666666,1.0,看多：PMI趋势上行,2025-05-06
2025-05-31,49.5,2025-05-31,49.73333333333333,49.71666666666666,1.0,看多：PMI趋势上行,2025-06-03
2025-06-30,49.7,2025-06-30,49.666666666666664,49.73333333333333,-1.0,看空：PMI趋势下行,2025-07-01
2025-07-31,49.3,2025-07-31,49.699999999999996,49.724999999999994,-1.0,看空：PMI趋势下行,2025-08-01
2025-08-31,49.4,2025-08-31,49.56666666666666,49.75,-1.0,看空：PMI趋势下行,2025-09-01
2025-09-30,49.8,2025-09-30,49.449999999999996,49.75,-1.0,看空：PMI趋势下行,2025-10-09
2025-10-31,49.0,2025-10-31,49.449999999999996,49.65833333333333,-1.0,看空：PMI趋势下行,2025-11-03
2025-11-30,49.2,2025-11-30,49.4,49.56666666666667,-1.0,看空：PMI趋势下行,2025-12-01
2025-12-31,50.1,2025-12-31,49.46666666666667,49.56666666666666,-1.0,看空：PMI趋势下行,2026-01-05
2026-01-31,49.3,2026-01-31,49.46666666666667,49.583333333333336,-1.0,看空：PMI趋势下行,2026-02-02
2026-02-28,49.0,2026-02-28,49.400000000000006,49.48333333333334,-1.0,看空：PMI趋势下行,2026-03-02
2026-03-31,50.4,2026-03-31,49.5,49.475,1.0,看多：PMI趋势上行,2026-04-01
2026-04-30,50.3,2026-04-30,49.71666666666667,49.583333333333336,1.0,看多：PMI趋势上行,2026-05-06
2026-05-31,50.0,2026-05-31,49.85,49.625,1.0,看多：PMI趋势上行,2026-06-01
2026-06-30,50.3,2026-06-30,49.883333333333326,49.675000000000004,1.0,看多：PMI趋势上行,2026-07-01
2026-07-31,49.2,2026-07-31,49.86666666666667,49.666666666666664,1.0,看多：PMI趋势上行,2026-08-03
