date,available_date,m1_yoy_pct,ma6,ma12,signal_score,signal_text,effective_date
2021-03-31,2021-04-20,7.1,9.483333333333333,8.225,1.0,看多：M1同比上行,2021-04-21
2021-04-30,2021-05-20,6.2,9.0,8.283333333333333,1.0,看多：M1同比上行,2021-05-21
2021-05-31,2021-06-20,6.1,8.35,8.225,1.0,看多：M1同比上行,2021-06-21
2021-06-30,2021-07-20,5.5,7.833333333333333,8.141666666666667,-1.0,看空：M1同比下行,2021-07-21
2021-07-31,2021-08-20,4.9,6.2,7.974999999999999,-1.0,看空：M1同比下行,2021-08-23
2021-08-31,2021-09-20,4.2,5.666666666666667,7.658333333333332,-1.0,看空：M1同比下行,2021-09-22
2021-09-30,2021-10-20,3.7,5.1,7.291666666666667,-1.0,看空：M1同比下行,2021-10-21
2021-10-31,2021-11-20,2.8,4.533333333333333,6.766666666666667,-1.0,看空：M1同比下行,2021-11-22
2021-11-30,2021-12-20,3.0,4.016666666666667,6.183333333333334,-1.0,看空：M1同比下行,2021-12-21
2021-12-31,2022-01-20,3.5,3.6833333333333336,5.758333333333333,-1.0,看空：M1同比下行,2022-01-21
2022-01-31,2022-02-20,-1.9,2.55,4.375,-1.0,看空：M1同比下行,2022-02-21
2022-02-28,2022-03-20,4.7,2.6333333333333333,4.15,-1.0,看空：M1同比下行,2022-03-21
2022-03-31,2022-04-20,4.7,2.8000000000000003,3.9500000000000006,-1.0,看空：M1同比下行,2022-04-21
2022-04-30,2022-05-20,5.1,3.1833333333333336,3.858333333333333,-1.0,看空：M1同比下行,2022-05-23
2022-05-31,2022-06-20,4.6,3.4499999999999997,3.733333333333334,-1.0,看空：M1同比下行,2022-06-21
2022-06-30,2022-07-20,5.8,3.8333333333333335,3.758333333333334,1.0,看多：M1同比上行,2022-07-21
2022-07-31,2022-08-20,6.7,5.266666666666667,3.908333333333333,1.0,看多：M1同比上行,2022-08-22
2022-08-31,2022-09-20,6.1,5.5,4.066666666666667,1.0,看多：M1同比上行,2022-09-21
2022-09-30,2022-10-20,6.4,5.783333333333334,4.291666666666667,1.0,看多：M1同比上行,2022-10-21
2022-10-31,2022-11-20,5.8,5.8999999999999995,4.541666666666667,1.0,看多：M1同比上行,2022-11-21
2022-11-30,2022-12-20,4.6,5.8999999999999995,4.675,1.0,看多：M1同比上行,2022-12-21
2022-12-31,2023-01-20,3.7,5.55,4.691666666666667,1.0,看多：M1同比上行,2023-01-30
2023-01-31,2023-02-20,6.7,5.55,5.408333333333334,1.0,看多：M1同比上行,2023-02-21
2023-02-28,2023-03-20,5.8,5.5,5.5,,样本不足,2023-03-21
2023-03-31,2023-04-20,5.1,5.283333333333333,5.533333333333334,-1.0,看空：M1同比下行,2023-04-21
2023-04-30,2023-05-20,5.3,5.2,5.55,-1.0,看空：M1同比下行,2023-05-22
2023-05-31,2023-06-20,4.7,5.216666666666667,5.558333333333334,-1.0,看空：M1同比下行,2023-06-21
2023-06-30,2023-07-20,3.1,5.116666666666666,5.333333333333333,-1.0,看空：M1同比下行,2023-07-21
2023-07-31,2023-08-20,2.3,4.383333333333334,4.966666666666667,-1.0,看空：M1同比下行,2023-08-21
2023-08-31,2023-09-20,2.2,3.783333333333333,4.641666666666667,-1.0,看空：M1同比下行,2023-09-21
2023-09-30,2023-10-20,2.1,3.2833333333333337,4.283333333333333,-1.0,看空：M1同比下行,2023-10-23
2023-10-31,2023-11-20,1.9,2.716666666666667,3.9583333333333335,-1.0,看空：M1同比下行,2023-11-21
2023-11-30,2023-12-20,1.3,2.15,3.6833333333333336,-1.0,看空：M1同比下行,2023-12-21
2023-12-31,2024-01-20,1.3,1.8499999999999999,3.483333333333333,-1.0,看空：M1同比下行,2024-01-22
2024-01-31,2024-02-20,5.9,2.45,3.4166666666666665,-1.0,看空：M1同比下行,2024-02-21
2024-02-29,2024-03-20,1.2,2.283333333333333,3.033333333333333,-1.0,看空：M1同比下行,2024-03-21
2024-03-31,2024-04-20,1.1,2.1166666666666667,2.6999999999999997,-1.0,看空：M1同比下行,2024-04-22
2024-04-30,2024-05-20,-1.4,1.5666666666666667,2.141666666666667,-1.0,看空：M1同比下行,2024-05-21
2024-05-31,2024-06-20,-4.2,0.6500000000000002,1.4000000000000001,-1.0,看空：M1同比下行,2024-06-21
2024-06-30,2024-07-20,-5.0,-0.3999999999999999,0.7250000000000002,-1.0,看空：M1同比下行,2024-07-22
2024-07-31,2024-08-20,-6.6,-2.4833333333333334,-0.016666666666666385,-1.0,看空：M1同比下行,2024-08-21
2024-08-31,2024-09-20,-7.3,-3.9,-0.8083333333333331,-1.0,看空：M1同比下行,2024-09-23
2024-09-30,2024-10-20,-7.4,-5.316666666666666,-1.5999999999999996,-1.0,看空：M1同比下行,2024-10-21
2024-10-31,2024-11-20,-6.1,-6.1000000000000005,-2.266666666666666,-1.0,看空：M1同比下行,2024-11-21
2024-11-30,2024-12-20,-3.7,-6.016666666666666,-2.683333333333333,-1.0,看空：M1同比下行,2024-12-23
2024-12-31,2025-01-20,-1.4,-5.416666666666667,-2.908333333333333,-1.0,看空：M1同比下行,2025-01-21
2025-01-31,2025-02-20,0.4,-4.25,-3.3666666666666667,-1.0,看空：M1同比下行,2025-02-21
2025-02-28,2025-03-20,0.1,-3.016666666666666,-3.4583333333333326,1.0,看多：M1同比上行,2025-03-21
2025-03-31,2025-04-20,1.6,-1.5166666666666668,-3.416666666666666,1.0,看多：M1同比上行,2025-04-21
2025-04-30,2025-05-20,1.5,-0.25,-3.1749999999999994,1.0,看多：M1同比上行,2025-05-21
2025-05-31,2025-06-20,2.3,0.75,-2.633333333333333,1.0,看多：M1同比上行,2025-06-23
2025-06-30,2025-07-20,4.6,1.75,-1.8333333333333333,1.0,看多：M1同比上行,2025-07-21
2025-07-31,2025-08-20,5.6,2.6166666666666667,-0.8166666666666664,1.0,看多：M1同比上行,2025-08-21
2025-08-31,2025-09-20,6.0,3.6,0.2916666666666668,1.0,看多：M1同比上行,2025-09-22
2025-09-30,2025-10-20,7.2,4.533333333333333,1.5083333333333335,1.0,看多：M1同比上行,2025-10-21
2025-10-31,2025-11-20,6.2,5.316666666666666,2.5333333333333337,1.0,看多：M1同比上行,2025-11-21
2025-11-30,2025-12-20,4.9,5.75,3.25,1.0,看多：M1同比上行,2025-12-22
2025-12-31,2026-01-20,3.8,5.616666666666667,3.6833333333333336,1.0,看多：M1同比上行,2026-01-21
2026-01-31,2026-02-20,4.9,5.5,4.058333333333334,1.0,看多：M1同比上行,2026-02-24
2026-02-28,2026-03-20,5.9,5.483333333333333,4.541666666666667,1.0,看多：M1同比上行,2026-03-23
2026-03-31,2026-04-20,5.1,5.133333333333334,4.833333333333334,1.0,看多：M1同比上行,2026-04-21
2026-04-30,2026-05-20,5.0,4.933333333333334,5.125000000000001,-1.0,看空：M1同比下行,2026-05-21
2026-05-31,2026-06-20,5.5,5.033333333333334,5.391666666666667,-1.0,看空：M1同比下行,2026-06-22
2026-06-30,2026-07-20,4.0,5.066666666666667,5.341666666666668,-1.0,看空：M1同比下行,2026-07-21
