date,signal_available_date,cpi_yoy_pct,cpi_smooth,ppi_yoy_pct,inflation_direction,signal_score,signal_text,effective_date
2013-05-31,2013-06-20,2.0981,2.199366666666666,-2.8658,-0.33321666666666716,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2013-06-21
2013-06-30,2013-07-20,2.7,2.399366666666666,-2.6965,-0.14856666666666696,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2013-07-22
2013-07-31,2013-08-20,2.7,2.499366666666666,-2.2712,0.11408333333333309,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2013-08-21
2013-08-31,2013-09-20,2.6,2.666666666666666,-1.625,0.520833333333333,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2013-09-23
2013-09-30,2013-10-20,3.1,2.7999999999999994,-1.3439,0.7280499999999996,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2013-10-21
2013-10-31,2013-11-20,3.2,2.9666666666666663,-1.5071,0.7297833333333331,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2013-11-21
2013-11-30,2013-12-20,3.0,3.099999999999999,-1.4242,0.8378999999999996,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2013-12-23
2013-12-31,2014-01-20,2.49871692,2.8995723066666663,-1.3557,0.7719361533333332,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2014-01-21
2014-01-31,2014-02-20,2.5,2.6662389733333325,-1.6394,0.5134194866666663,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2014-02-21
2014-02-28,2014-03-20,2.0,2.3329056399999994,-2.0182,0.15735281999999962,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2014-03-21
2014-03-31,2014-04-20,2.4,2.2999999999999994,-2.3022,-0.001100000000000323,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2014-04-21
2014-04-30,2014-05-20,1.80138144,2.067127146666666,-2.0042,0.03146357333333305,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2014-05-21
2014-05-31,2014-06-20,2.5,2.2337938133333326,-1.4464,0.39369690666666635,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2014-06-23
2014-06-30,2014-07-20,2.3,2.2004604799999994,-1.1086,0.5459302399999997,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2014-07-21
2014-07-31,2014-08-20,2.3,2.366666666666666,-0.8688,0.7489333333333329,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2014-08-21
2014-08-31,2014-09-20,2.0,2.1999999999999993,-1.2038,0.49809999999999965,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2014-09-22
2014-09-30,2014-10-20,1.6,1.9666666666666661,-1.7996,0.08353333333333302,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2014-10-21
2014-10-31,2014-11-20,1.60114868,1.7337162266666661,-2.2428,-0.2545418866666669,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2014-11-21
2014-11-30,2014-12-20,1.4,1.533716226666666,-2.6928,-0.5795418866666671,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2014-12-22
2014-12-31,2015-01-20,1.5,1.5003828933333327,-3.3152,-0.9074085533333336,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2015-01-21
2015-01-31,2015-02-20,0.8,1.2333333333333327,-4.3202,-1.5434333333333337,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2015-02-25
2015-02-28,2015-03-20,1.4,1.2333333333333327,-4.7976,-1.7821333333333338,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2015-03-23
2015-03-31,2015-04-20,1.4,1.1999999999999993,-4.5603,-1.6801500000000003,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2015-04-21
2015-04-30,2015-05-20,1.5,1.4333333333333327,-4.5725,-1.5695833333333336,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2015-05-21
2015-05-31,2015-06-20,1.2,1.366666666666666,-4.607,-1.620166666666667,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2015-06-23
2015-06-30,2015-07-20,1.4,1.366666666666666,-4.8135,-1.723416666666667,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2015-07-21
2015-07-31,2015-08-20,1.6,1.3999999999999995,-5.3692,-1.9846000000000004,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2015-08-21
2015-08-31,2015-09-20,2.0,1.666666666666666,-5.9227,-2.128016666666667,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2015-09-21
2015-09-30,2015-10-20,1.59560463,1.7318682099999994,-5.945,-2.1065658950000006,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2015-10-21
2015-10-31,2015-11-20,1.3,1.6318682099999995,-5.9,-2.1340658950000004,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2015-11-23
2015-11-30,2015-12-20,1.5,1.4652015433333327,-5.9,-2.217399228333334,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2015-12-21
2015-12-31,2016-01-20,1.6,1.4666666666666661,-5.9,-2.2166666666666672,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2016-01-21
2016-01-31,2016-02-20,1.8,1.6333333333333329,-5.3,-1.8333333333333335,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2016-02-22
2016-02-29,2016-03-20,2.3,1.8999999999999995,-4.9,-1.5000000000000004,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2016-03-21
2016-03-31,2016-04-20,2.3,2.1333333333333324,-4.3,-1.0833333333333337,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2016-04-21
2016-04-30,2016-05-20,2.3,2.3,-3.4,-0.55,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2016-05-23
2016-05-31,2016-06-20,2.0,2.1999999999999993,-2.8,-0.30000000000000027,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2016-06-21
2016-06-30,2016-07-20,1.9,2.066666666666666,-2.6,-0.26666666666666705,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2016-07-21
2016-07-31,2016-08-20,1.8,1.8999999999999995,-1.7,0.09999999999999976,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2016-08-22
2016-08-31,2016-09-20,1.3,1.666666666666666,-0.8,0.433333333333333,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2016-09-21
2016-09-30,2016-10-20,1.9,1.666666666666666,0.1,0.8833333333333331,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2016-10-21
2016-10-31,2016-11-20,2.1,1.7666666666666664,1.2,1.4833333333333332,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2016-11-21
2016-11-30,2016-12-20,2.3,2.099999999999999,3.3,2.6999999999999993,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2016-12-21
2016-12-31,2017-01-20,2.1,2.166666666666666,5.5,3.833333333333333,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2017-01-23
2017-01-31,2017-02-20,2.5,2.2999999999999994,6.9,4.6,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2017-02-21
2017-02-28,2017-03-20,0.8,1.7999999999999996,7.8,4.8,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2017-03-21
2017-03-31,2017-04-20,0.9,1.3999999999999995,7.6,4.5,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2017-04-21
2017-04-30,2017-05-20,1.2,0.966666666666666,6.4,3.683333333333333,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2017-05-22
2017-05-31,2017-06-20,1.5,1.1999999999999993,5.5,3.3499999999999996,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2017-06-21
2017-06-30,2017-07-20,1.5,1.3999999999999992,5.5,3.4499999999999997,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2017-07-21
2017-07-31,2017-08-20,1.4,1.4666666666666661,5.5,3.483333333333333,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2017-08-21
2017-08-31,2017-09-20,1.8,1.5666666666666662,6.3,3.933333333333333,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2017-09-21
2017-09-30,2017-10-20,1.6,1.5999999999999994,6.9,4.25,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2017-10-23
2017-10-31,2017-11-20,1.9,1.766666666666666,6.9,4.333333333333333,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2017-11-21
2017-11-30,2017-12-20,1.7,1.7333333333333327,5.8,3.766666666666666,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2017-12-21
2017-12-31,2018-01-20,1.8,1.7999999999999992,4.9,3.3499999999999996,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2018-01-22
2018-01-31,2018-02-20,1.5,1.666666666666666,4.3,2.983333333333333,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2018-02-22
2018-02-28,2018-03-20,2.9,2.066666666666666,3.7,2.883333333333333,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2018-03-21
2018-03-31,2018-04-20,2.1,2.166666666666666,3.1,2.633333333333333,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2018-04-23
2018-04-30,2018-05-20,1.8,2.266666666666666,3.4,2.833333333333333,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2018-05-21
2018-05-31,2018-06-20,1.8,1.8999999999999995,4.1,2.9999999999999996,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2018-06-21
2018-06-30,2018-07-20,1.9,1.8333333333333328,4.7,3.2666666666666666,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2018-07-23
2018-07-31,2018-08-20,2.1,1.933333333333333,4.6,3.266666666666666,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2018-08-21
2018-08-31,2018-09-20,2.3,2.099999999999999,4.1,3.0999999999999996,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2018-09-21
2018-09-30,2018-10-20,2.5,2.2999999999999994,3.6,2.9499999999999997,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2018-10-22
2018-10-31,2018-11-20,2.5,2.4333333333333327,3.3,2.8666666666666663,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2018-11-21
2018-11-30,2018-12-20,2.2,2.3999999999999995,2.7,2.55,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2018-12-21
2018-12-31,2019-01-20,1.9,2.1999999999999993,0.9,1.5499999999999996,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2019-01-21
2019-01-31,2019-02-20,1.7,1.9333333333333327,0.1,1.0166666666666664,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2019-02-21
2019-02-28,2019-03-20,1.5,1.6999999999999993,0.1,0.8999999999999997,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2019-03-21
2019-03-31,2019-04-20,2.3,1.8333333333333328,0.4,1.1166666666666665,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2019-04-22
2019-04-30,2019-05-20,2.5,2.099999999999999,0.9,1.4999999999999996,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2019-05-21
2019-05-31,2019-06-20,2.7,2.4999999999999996,0.6,1.5499999999999998,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2019-06-21
2019-06-30,2019-07-20,2.7,2.633333333333333,0.0,1.3166666666666664,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2019-07-22
2019-07-31,2019-08-20,2.8,2.7333333333333325,-0.3,1.2166666666666663,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2019-08-21
2019-08-31,2019-09-20,2.8,2.7666666666666657,-0.8,0.9833333333333328,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2019-09-23
2019-09-30,2019-10-20,3.0,2.866666666666666,-1.2,0.8333333333333329,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2019-10-21
2019-10-31,2019-11-20,3.8,3.1999999999999993,-1.6,0.7999999999999996,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2019-11-21
2019-11-30,2019-12-20,4.5,3.7666666666666657,-1.4,1.183333333333333,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2019-12-23
2019-12-31,2020-01-20,4.5,4.266666666666666,-0.5,1.8833333333333329,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2020-01-21
2020-01-31,2020-02-20,5.4,4.8,0.1,2.4499999999999997,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2020-02-21
2020-02-29,2020-03-20,5.2,5.033333333333332,-0.4,2.316666666666666,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2020-03-23
2020-03-31,2020-04-20,4.3,4.966666666666666,-1.5,1.733333333333333,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2020-04-21
2020-04-30,2020-05-20,3.3,4.266666666666667,-3.1,0.5833333333333333,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2020-05-21
2020-05-31,2020-06-20,2.4,3.3333333333333326,-3.7,-0.1833333333333338,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2020-06-22
2020-06-30,2020-07-20,2.5,2.7333333333333325,-3.0,-0.13333333333333375,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2020-07-21
2020-07-31,2020-08-20,2.7,2.5333333333333328,-2.4,0.06666666666666643,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2020-08-21
2020-08-31,2020-09-20,2.4,2.5333333333333328,-2.0,0.2666666666666664,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2020-09-21
2020-09-30,2020-10-20,1.7,2.266666666666666,-2.1,0.08333333333333304,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2020-10-21
2020-10-31,2020-11-20,0.5,1.5333333333333325,-2.1,-0.28333333333333377,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2020-11-23
2020-11-30,2020-12-20,-0.5,0.5666666666666661,-1.5,-0.46666666666666695,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2020-12-21
2020-12-31,2021-01-20,0.2,0.06666666666666608,-0.4,-0.16666666666666696,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2021-01-21
2021-01-31,2021-02-20,-0.3,-0.2000000000000006,0.3,0.0499999999999997,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2021-02-22
2021-02-28,2021-03-20,-0.2,-0.10000000000000059,1.7,0.7999999999999997,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2021-03-22
2021-03-31,2021-04-20,0.4,-0.033333333333333916,4.4,2.183333333333333,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2021-04-21
2021-04-30,2021-05-20,0.9,0.3666666666666661,6.8,3.583333333333333,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2021-05-21
2021-05-31,2021-06-20,1.3,0.8666666666666659,9.0,4.933333333333333,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2021-06-21
2021-06-30,2021-07-20,1.1,1.0999999999999994,8.8,4.95,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2021-07-21
2021-07-31,2021-08-20,1.0,1.1333333333333326,9.0,5.066666666666666,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2021-08-23
2021-08-31,2021-09-20,0.8,0.966666666666666,9.5,5.233333333333333,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2021-09-22
2021-09-30,2021-10-20,0.7,0.8333333333333327,10.7,5.766666666666666,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2021-10-21
2021-10-31,2021-11-20,1.5,0.9999999999999994,13.5,7.25,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2021-11-22
2021-11-30,2021-12-20,2.3,1.4999999999999993,12.9,7.2,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2021-12-21
2021-12-31,2022-01-20,1.5,1.766666666666666,10.3,6.033333333333333,-1,看空：通胀方向因子未较3个月前下行（通胀未回落）,2022-01-21
2022-01-31,2022-02-20,0.9,1.5666666666666662,9.1,5.333333333333333,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2022-02-21
2022-02-28,2022-03-20,0.9,1.0999999999999994,8.8,4.95,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2022-03-21
2022-03-31,2022-04-20,1.5,1.0999999999999994,8.3,4.7,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2022-04-21
2022-04-30,2022-05-20,2.1,1.4999999999999993,8.0,4.75,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2022-05-23
2022-05-31,2022-06-20,2.1,1.8999999999999995,6.4,4.15,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2022-06-21
2022-06-30,2022-07-20,2.5,2.233333333333333,6.1,4.166666666666666,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2022-07-21
2022-07-31,2022-08-20,2.7,2.433333333333333,4.2,3.3166666666666664,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2022-08-22
2022-08-31,2022-09-20,2.5,2.5666666666666664,2.3,2.433333333333333,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2022-09-21
2022-09-30,2022-10-20,2.8,2.6666666666666665,0.9,1.7833333333333332,1,看多：通胀方向因子较3个月前下行（通胀回落，货币宽松空间打开）,2022-10-21
