报告日,利率,涨跌
2006-10-08,2.293,0.0
2006-10-09,2.296,0.3
2006-10-10,2.2971,0.11
2006-10-11,2.2932,-0.39
2006-10-12,2.2904,-0.28
2006-10-13,2.2919,0.15
2006-10-16,2.3144,2.25
2006-10-17,2.379,6.46
2006-10-18,2.4628,8.38
2006-10-19,2.4922,2.94
2006-10-20,2.4901,-0.21
2006-10-23,2.4775,-1.26
2006-10-24,2.4782,0.07
2006-10-25,2.4322,-4.6
2006-10-26,2.3887,-4.35
2006-10-27,2.3696,-1.91
2006-10-30,2.3931,2.35
2006-10-31,2.4514,5.83
2006-11-01,2.4803,2.89
2006-11-02,2.488,0.77
2006-11-03,2.4527,-3.53
2006-11-06,2.5751,12.24
2006-11-07,2.6931,11.8
2006-11-08,2.8443,15.12
2006-11-09,2.9405,9.62
2006-11-10,3.1975,25.7
2006-11-13,3.2409,4.34
2006-11-14,3.6395,39.86
2006-11-15,3.6929,5.34
2006-11-16,3.5343,-15.86
2006-11-17,3.8258,29.15
2006-11-20,3.9409,11.51
2006-11-21,4.0016,6.07
2006-11-22,3.7091,-29.25
2006-11-23,3.7165,0.74
2006-11-24,3.8861,16.96
2006-11-27,3.1747,-71.14
2006-11-28,3.0728,-10.19
2006-11-29,2.5137,-55.91
2006-11-30,2.427,-8.67
2006-12-01,2.3851,-4.19
2006-12-04,2.3543,-3.08
2006-12-05,2.3165,-3.78
2006-12-06,2.2959,-2.06
2006-12-07,2.2643,-3.16
2006-12-08,2.2463,-1.8
2006-12-11,2.2424,-0.39
2006-12-12,2.2101,-3.23
2006-12-13,2.2283,1.82
2006-12-14,2.0627,-16.56
2006-12-15,2.0486,-1.41
2006-12-18,2.0248,-2.38
2006-12-19,2.0222,-0.26
2006-12-20,1.9789,-4.33
2006-12-21,1.9016,-7.73
2006-12-22,2.052,15.04
2006-12-25,2.2896,23.76
2006-12-26,2.2841,-0.55
2006-12-27,2.2785,-0.56
2006-12-28,2.0753,-20.32
2006-12-29,1.9641,-11.12
2006-12-30,1.9182,-4.59
2006-12-31,1.6321,-28.61
2007-01-04,1.5238,-10.83
2007-01-05,1.5057,-1.81
2007-01-08,1.4524,-5.33
2007-01-09,1.4405,-1.19
2007-01-10,1.4262,-1.43
2007-01-11,1.4122,-1.4
2007-01-12,1.4047,-0.75
2007-01-15,1.38,-2.47
2007-01-16,1.3733,-0.67
2007-01-17,1.4986,12.53
2007-01-18,1.5048,0.62
2007-01-19,1.5485,4.37
2007-01-22,1.7726,22.41
2007-01-23,1.9648,19.22
2007-01-24,2.0061,4.13
2007-01-25,2.0159,0.98
2007-01-26,2.0703,5.44
2007-01-29,2.103,3.27
2007-01-30,2.1022,-0.08
2007-01-31,2.0919,-1.03
2007-02-01,2.0817,-1.02
2007-02-02,1.9916,-9.01
2007-02-05,2.0718,8.02
2007-02-06,2.1745,10.27
2007-02-07,2.5376,36.31
2007-02-08,3.5244,98.68
2007-02-09,4.1485,62.41
2007-02-12,4.4692,32.07
2007-02-13,3.4622,-100.7
2007-02-14,3.9964,53.42
2007-02-15,3.4817,-51.47
2007-02-16,2.1513,-133.04
2007-02-17,1.5133,-63.8
2007-02-25,2.9102,139.69
2007-02-26,2.6662,-24.4
2007-02-27,2.5313,-13.49
2007-02-28,1.9919,-53.94
2007-03-01,1.7584,-23.35
2007-03-02,1.6838,-7.46
2007-03-05,1.6676,-1.62
2007-03-06,1.6145,-5.31
2007-03-07,1.5498,-6.47
2007-03-08,1.5316,-1.82
2007-03-09,1.4956,-3.6
2007-03-12,1.477,-1.86
2007-03-13,1.4605,-1.65
2007-03-14,1.4419,-1.86
2007-03-15,1.4426,0.07
2007-03-16,1.5164,7.38
2007-03-19,1.6647,14.83
2007-03-20,1.7033,3.86
2007-03-21,1.7584,5.51
2007-03-22,1.8069,4.85
2007-03-23,1.865,5.81
2007-03-26,1.9487,8.37
2007-03-27,1.9582,0.95
2007-03-28,1.9658,0.76
2007-03-29,1.9729,0.71
2007-03-30,1.9704,-0.25
2007-04-02,1.9442,-2.62
2007-04-03,1.9476,0.34
2007-04-04,1.9553,0.77
2007-04-05,1.9923,3.7
2007-04-06,2.1854,19.31
2007-04-09,2.2959,11.05
2007-04-10,2.3751,7.92
2007-04-11,2.3681,-0.7
2007-04-12,2.3879,1.98
2007-04-13,2.4901,10.22
2007-04-16,2.9612,47.11
2007-04-17,2.9549,-0.63
2007-04-18,3.3773,42.24
2007-04-19,4.0704,69.31
2007-04-20,4.2113,14.09
2007-04-23,4.4717,26.04
2007-04-24,4.7138,24.21
2007-04-25,4.7253,1.15
2007-04-26,4.3519,-37.34
2007-04-27,3.672,-67.99
2007-04-28,2.2483,-142.37
2007-04-29,2.0869,-16.14
2007-04-30,1.8459,-24.1
2007-05-08,1.7977,-4.82
2007-05-09,1.7957,-0.2
2007-05-10,1.872,7.63
2007-05-11,3.0215,114.95
2007-05-14,3.1985,17.7
2007-05-15,3.055,-14.35
2007-05-16,2.9977,-5.73
2007-05-17,2.8732,-12.45
2007-05-18,2.5784,-29.48
2007-05-21,2.5142,-6.42
2007-05-22,2.479,-3.52
2007-05-23,2.4026,-7.64
2007-05-24,2.374,-2.86
2007-05-25,2.3541,-1.99
2007-05-28,2.3385,-1.56
2007-05-29,2.3078,-3.07
2007-05-30,2.3211,1.33
2007-05-31,2.4683,14.72
2007-06-01,2.8158,34.75
2007-06-04,2.8437,2.79
2007-06-05,2.8228,-2.09
2007-06-06,2.7825,-4.03
2007-06-07,2.4934,-28.91
2007-06-08,2.3407,-15.27
2007-06-11,2.2923,-4.84
2007-06-12,2.2733,-1.9
2007-06-13,2.2666,-0.67
2007-06-14,3.2694,100.28
2007-06-15,4.2764,100.7
2007-06-18,4.3086,3.22
2007-06-19,4.0318,-27.68
2007-06-20,3.0003,-103.15
2007-06-21,2.3143,-68.6
2007-06-22,2.2034,-11.09
2007-06-25,2.0187,-18.47
2007-06-26,1.9597,-5.9
2007-06-27,1.8487,-11.1
2007-06-28,1.7813,-6.74
2007-06-29,2.8411,105.98
2007-07-02,3.5784,73.73
2007-07-03,3.9778,39.94
2007-07-04,2.4292,-154.86
2007-07-05,2.4034,-2.58
2007-07-06,2.3688,-3.46
2007-07-09,2.7629,39.41
2007-07-10,3.7785,101.56
2007-07-11,3.9055,12.7
2007-07-12,3.2488,-65.67
2007-07-13,3.1911,-5.77
2007-07-16,2.8813,-30.98
2007-07-17,2.8011,-8.02
2007-07-18,2.2269,-57.42
2007-07-19,2.1786,-4.83
2007-07-20,2.1186,-6.0
2007-07-23,2.1548,3.62
2007-07-24,2.1526,-0.22
2007-07-25,2.1492,-0.34
2007-07-26,2.1224,-2.68
2007-07-27,2.1271,0.47
2007-07-30,2.1021,-2.5
2007-07-31,2.6896,58.75
2007-08-01,2.715,2.54
2007-08-02,2.1912,-52.38
2007-08-03,2.0342,-15.7
2007-08-06,2.0067,-2.75
2007-08-07,2.0513,4.46
2007-08-08,2.147,9.57
2007-08-09,2.16,1.3
2007-08-10,2.2593,9.93
2007-08-13,2.1831,-7.62
2007-08-14,2.1284,-5.47
2007-08-15,2.0857,-4.27
2007-08-16,1.9783,-10.74
2007-08-17,1.974,-0.43
2007-08-20,1.9747,0.07
2007-08-21,1.9643,-1.04
2007-08-22,2.1983,23.4
2007-08-23,2.3812,18.29
2007-08-24,2.4498,6.86
2007-08-27,2.3673,-8.25
2007-08-28,2.4415,7.42
2007-08-29,2.443,0.15
2007-08-30,2.6883,24.53
2007-08-31,2.4961,-19.22
2007-09-03,2.4963,0.02
2007-09-04,2.2348,-26.15
2007-09-05,2.3683,13.35
2007-09-06,2.4385,7.02
2007-09-07,2.8066,36.81
2007-09-10,3.61,80.34
2007-09-11,3.8512,24.12
2007-09-12,3.891,3.98
2007-09-13,4.0208,12.98
2007-09-14,5.7509,173.01
2007-09-17,5.9463,19.54
2007-09-18,5.9535,0.72
2007-09-19,6.4762,52.27
2007-09-20,6.7893,31.31
2007-09-21,6.9608,17.15
2007-09-24,6.9561,-0.47
2007-09-25,7.0296,7.35
2007-09-26,4.8686,-216.1
2007-09-27,3.3056,-156.3
2007-09-28,2.038,-126.76
2007-09-29,1.9525,-8.55
2007-09-30,1.9878,3.53
2007-10-08,2.0299,4.21
2007-10-09,2.0418,1.19
2007-10-10,2.0736,3.18
2007-10-11,2.1003,2.67
2007-10-12,2.2317,13.14
2007-10-15,2.3043,7.26
2007-10-16,2.3111,0.68
2007-10-17,2.3622,5.11
2007-10-18,2.3765,1.43
2007-10-19,2.4901,11.36
2007-10-22,3.1127,62.26
2007-10-23,5.6935,258.08
2007-10-24,7.9953,230.18
2007-10-25,8.747,75.17
2007-10-26,10.0824,133.54
2007-10-29,2.9373,-714.51
2007-10-30,2.8277,-10.96
2007-10-31,2.9119,8.42
2007-11-01,2.9994,8.75
2007-11-02,3.0685,6.91
2007-11-05,3.0522,-1.63
2007-11-06,3.0424,-0.98
2007-11-07,3.0081,-3.43
2007-11-08,2.6551,-35.3
2007-11-09,2.8027,14.76
2007-11-12,2.4014,-40.13
2007-11-13,2.2729,-12.85
2007-11-14,2.1487,-12.42
2007-11-15,2.1499,0.12
2007-11-16,2.0724,-7.75
2007-11-19,3.0408,96.84
2007-11-20,3.9973,95.65
2007-11-21,4.277,27.97
2007-11-22,2.2612,-201.58
2007-11-23,2.763,50.18
2007-11-26,2.7718,0.88
2007-11-27,2.7198,-5.2
2007-11-28,2.114,-60.58
2007-11-29,2.929,81.5
2007-11-30,3.0539,12.49
2007-12-03,4.1335,107.96
2007-12-04,4.2877,15.42
2007-12-05,4.1806,-10.71
2007-12-06,4.0401,-14.05
2007-12-07,2.6161,-142.4
2007-12-10,2.4939,-12.22
2007-12-11,4.1013,160.74
2007-12-12,4.3563,25.5
2007-12-13,4.8123,45.6
2007-12-14,3.4585,-135.38
2007-12-17,3.2059,-25.26
2007-12-18,2.9164,-28.95
2007-12-19,2.4268,-48.96
2007-12-20,2.3875,-3.93
2007-12-21,2.1818,-20.57
2007-12-24,2.0822,-9.96
2007-12-25,2.0216,-6.06
2007-12-26,2.3803,35.87
2007-12-27,2.3181,-6.22
2007-12-28,2.4898,17.17
2007-12-29,2.6005,11.07
2008-01-02,2.8624,26.19
2008-01-03,2.937,7.46
2008-01-04,2.8432,-9.38
2008-01-07,2.7214,-12.18
2008-01-08,2.3719,-34.95
2008-01-09,2.3985,2.66
2008-01-10,2.4238,2.53
2008-01-11,2.0358,-38.8
2008-01-14,2.007,-2.88
2008-01-15,2.2437,23.67
2008-01-16,2.5686,32.49
2008-01-17,2.735,16.64
2008-01-18,2.6494,-8.56
2008-01-21,2.7233,7.39
2008-01-22,4.4169,169.36
2008-01-23,4.8248,40.79
2008-01-24,5.193,36.82
2008-01-25,3.5719,-162.11
2008-01-28,3.0046,-56.73
2008-01-29,2.9959,-0.87
2008-01-30,3.2497,25.38
2008-01-31,3.2285,-2.12
2008-02-01,3.1306,-9.79
2008-02-02,2.9576,-17.3
2008-02-03,2.9082,-4.94
2008-02-04,2.8894,-1.88
2008-02-05,2.5757,-31.37
2008-02-13,2.5974,2.17
2008-02-14,2.5956,-0.18
2008-02-15,2.604,0.84
2008-02-18,2.5594,-4.46
2008-02-19,2.5772,1.78
2008-02-20,2.6436,6.64
2008-02-21,3.8456,120.2
2008-02-22,3.7484,-9.72
2008-02-25,4.4083,65.99
2008-02-26,4.2134,-19.49
2008-02-27,2.8717,-134.17
2008-02-28,2.8214,-5.03
2008-02-29,2.8255,0.41
2008-03-03,2.8168,-0.87
2008-03-04,2.6216,-19.52
2008-03-05,2.5884,-3.32
2008-03-06,2.5764,-1.2
2008-03-07,2.3757,-20.07
2008-03-10,2.3203,-5.54
2008-03-11,2.5213,20.1
2008-03-12,2.6727,15.14
2008-03-13,2.5808,-9.19
2008-03-14,2.5485,-3.23
2008-03-17,2.5233,-2.52
2008-03-18,2.4829,-4.04
2008-03-19,2.4586,-2.43
2008-03-20,2.4349,-2.37
2008-03-21,2.4193,-1.56
2008-03-24,2.3971,-2.22
2008-03-25,2.3832,-1.39
2008-03-26,2.4676,8.44
2008-03-27,2.3846,-8.3
2008-03-28,2.3876,0.3
2008-03-31,2.8836,49.6
2008-04-01,3.1008,21.72
2008-04-02,3.1539,5.31
2008-04-03,2.7796,-37.43
2008-04-07,3.2093,42.97
2008-04-08,3.4941,28.48
2008-04-09,3.9241,43.0
2008-04-10,3.455,-46.91
2008-04-11,2.8371,-61.79
2008-04-14,3.0032,16.61
2008-04-15,3.216,21.28
2008-04-16,3.3166,10.06
2008-04-17,3.3252,0.86
2008-04-18,2.8635,-46.17
2008-04-21,2.8147,-4.88
2008-04-22,2.7908,-2.39
2008-04-23,2.6984,-9.24
2008-04-24,2.6875,-1.09
2008-04-25,2.8919,20.44
2008-04-28,2.8548,-3.71
2008-04-29,2.9408,8.6
2008-04-30,2.8442,-9.66
2008-05-04,2.8024,-4.18
2008-05-05,2.9475,14.51
2008-05-06,2.9511,0.36
2008-05-07,3.0324,8.13
2008-05-08,3.0113,-2.11
2008-05-09,2.9447,-6.66
2008-05-12,3.128,18.33
2008-05-13,3.2881,16.01
2008-05-14,3.3722,8.41
2008-05-15,3.4828,11.06
2008-05-16,3.9612,47.84
2008-05-19,3.9409,-2.03
2008-05-20,3.951,1.01
2008-05-21,3.76,-19.1
2008-05-22,3.8651,10.51
2008-05-23,3.5336,-33.15
2008-05-26,3.4797,-5.39
2008-05-27,3.4238,-5.59
2008-05-28,3.0743,-34.95
2008-05-29,3.2011,12.68
2008-05-30,3.1339,-6.72
2008-06-02,3.1369,0.3
2008-06-03,3.1201,-1.68
2008-06-04,3.2773,15.72
2008-06-05,3.3075,3.02
2008-06-06,3.3309,2.34
2008-06-10,4.991,166.01
2008-06-11,4.1237,-86.73
2008-06-12,3.5518,-57.19
2008-06-13,3.356,-19.58
2008-06-16,3.3501,-0.59
2008-06-17,3.2258,-12.43
2008-06-18,3.1923,-3.35
2008-06-19,3.3777,18.54
2008-06-20,3.2246,-15.31
2008-06-23,3.0668,-15.78
2008-06-24,3.1053,3.85
2008-06-25,3.1663,6.1
2008-06-26,3.2893,12.3
2008-06-27,3.2921,0.28
2008-06-30,3.2936,0.15
2008-07-01,2.9996,-29.4
2008-07-02,3.1575,15.79
2008-07-03,2.9005,-25.7
2008-07-04,2.8995,-0.1
2008-07-07,3.0316,13.21
2008-07-08,3.196,16.44
2008-07-09,3.1309,-6.51
2008-07-10,2.9269,-20.4
2008-07-11,2.7678,-15.91
2008-07-14,3.0097,24.19
2008-07-15,3.0576,4.79
2008-07-16,2.906,-15.16
2008-07-17,3.0402,13.42
2008-07-18,3.1625,12.23
2008-07-21,3.0678,-9.47
2008-07-22,3.0253,-4.25
2008-07-23,2.9716,-5.37
2008-07-24,3.0842,11.26
2008-07-25,3.0816,-0.26
2008-07-28,3.161,7.94
2008-07-29,3.4189,25.79
2008-07-30,3.4256,0.67
2008-07-31,3.7695,34.39
2008-08-01,3.7905,2.1
2008-08-04,3.8679,7.74
2008-08-05,3.9556,8.77
2008-08-06,3.7928,-16.28
2008-08-07,3.2452,-54.76
2008-08-08,3.1664,-7.88
2008-08-11,3.1493,-1.71
2008-08-12,3.1176,-3.17
2008-08-13,3.1478,3.02
2008-08-14,3.2425,9.47
2008-08-15,2.7893,-45.32
2008-08-18,3.2775,48.82
2008-08-19,3.1142,-16.33
2008-08-20,3.1087,-0.55
2008-08-21,3.0214,-8.73
2008-08-22,3.0949,7.35
2008-08-25,3.0003,-9.46
2008-08-26,3.0351,3.48
2008-08-27,3.0317,-0.34
2008-08-28,3.2155,18.38
2008-08-29,3.0584,-15.71
2008-09-01,3.1008,4.24
2008-09-02,3.0702,-3.06
2008-09-03,3.043,-2.72
2008-09-04,3.1553,11.23
2008-09-05,3.0098,-14.55
2008-09-08,2.9246,-8.52
2008-09-09,3.0546,13.0
2008-09-10,3.0,-5.46
2008-09-11,3.0104,1.04
2008-09-12,3.0213,1.09
2008-09-16,2.9946,-2.67
2008-09-17,3.0968,10.22
2008-09-18,3.2109,11.41
2008-09-19,3.3333,12.24
2008-09-22,3.4429,10.96
2008-09-23,3.4229,-2.0
2008-09-24,3.3263,-9.66
2008-09-25,3.3419,1.56
2008-09-26,3.4247,8.28
2008-09-27,3.4531,2.84
2008-09-28,3.2467,-20.64
2008-10-06,3.5519,30.52
2008-10-07,3.7313,17.94
2008-10-08,3.3576,-37.37
2008-10-09,3.3075,-5.01
2008-10-10,3.42,11.25
2008-10-13,3.3231,-9.69
2008-10-14,3.15,-17.31
2008-10-15,3.2242,7.42
2008-10-16,3.2,-2.42
2008-10-17,3.0825,-11.75
2008-10-20,3.0017,-8.08
2008-10-21,2.9921,-0.96
2008-10-22,2.9171,-7.5
2008-10-23,2.9958,7.87
2008-10-24,2.9807,-1.51
2008-10-27,2.9171,-6.36
2008-10-28,2.8953,-2.18
2008-10-29,2.9342,3.89
2008-10-30,2.9138,-2.04
2008-10-31,2.8018,-11.2
2008-11-03,2.8763,7.45
2008-11-04,2.9363,6.0
2008-11-05,2.8658,-7.05
2008-11-06,2.8462,-1.96
2008-11-07,2.7877,-5.85
2008-11-10,2.7898,0.21
2008-11-11,2.7813,-0.85
2008-11-12,2.7804,-0.09
2008-11-13,2.6842,-9.62
2008-11-14,2.7121,2.79
2008-11-17,2.6925,-1.96
2008-11-18,2.6252,-6.73
2008-11-19,2.6267,0.15
2008-11-20,2.5938,-3.29
2008-11-21,2.5067,-8.71
2008-11-24,2.5888,8.21
2008-11-25,2.5696,-1.92
2008-11-26,2.5353,-3.43
2008-11-27,1.9808,-55.45
2008-11-28,2.0983,11.75
2008-12-01,1.9767,-12.16
2008-12-02,1.9683,-0.84
2008-12-03,1.9761,0.78
2008-12-04,1.9708,-0.53
2008-12-05,1.85,-12.08
2008-12-08,1.8408,-0.92
2008-12-09,1.7475,-9.33
2008-12-10,1.5742,-17.33
2008-12-11,1.4579,-11.63
2008-12-12,1.535,7.71
2008-12-15,1.5212,-1.38
2008-12-16,1.5107,-1.05
2008-12-17,1.4511,-5.96
2008-12-18,1.3975,-5.36
2008-12-19,1.4008,0.33
2008-12-22,1.3775,-2.33
2008-12-23,1.3667,-1.08
2008-12-24,1.2051,-16.16
2008-12-25,1.2082,0.31
2008-12-26,1.2044,-0.38
2008-12-29,1.1617,-4.27
2008-12-30,1.0757,-8.6
2008-12-31,1.0058,-6.99
2009-01-04,0.9857,-2.01
2009-01-05,0.9983,1.26
2009-01-06,0.99,-0.83
2009-01-07,1.0038,1.38
2009-01-08,0.988,-1.58
2009-01-09,0.9439,-4.41
2009-01-12,0.9263,-1.76
2009-01-13,0.9217,-0.46
2009-01-14,0.9203,-0.14
2009-01-15,0.9004,-1.99
2009-01-16,0.9121,1.17
2009-01-19,0.9075,-0.46
2009-01-20,0.8815,-2.6
2009-01-21,0.9371,5.56
2009-01-22,1.0254,8.83
2009-01-23,1.0267,0.13
2009-01-24,0.9833,-4.34
2009-02-01,0.9258,-5.75
2009-02-02,0.9083,-1.75
2009-02-03,0.9314,2.31
2009-02-04,0.9404,0.9
2009-02-05,0.9399,-0.05
2009-02-06,0.9358,-0.41
2009-02-09,0.9375,0.17
2009-02-10,0.9395,0.2
2009-02-11,0.9348,-0.47
2009-02-12,0.9325,-0.23
2009-02-13,0.9575,2.5
2009-02-16,0.9525,-0.5
2009-02-17,0.9533,0.08
2009-02-18,0.9538,0.05
2009-02-19,0.95,-0.38
2009-02-20,0.9742,2.42
2009-02-23,0.9938,1.96
2009-02-24,0.9558,-3.8
2009-02-25,0.9483,-0.75
2009-02-26,0.9404,-0.79
2009-02-27,0.9488,0.84
2009-03-02,0.9471,-0.17
2009-03-03,0.9475,0.04
2009-03-04,0.9433,-0.42
2009-03-05,0.9421,-0.12
2009-03-06,0.9275,-1.46
2009-03-09,0.9617,3.42
2009-03-10,0.945,-1.67
2009-03-11,0.9475,0.25
2009-03-12,0.9383,-0.92
2009-03-13,0.9392,0.09
2009-03-16,0.9592,2.0
2009-03-17,0.9446,-1.46
2009-03-18,0.9188,-2.58
2009-03-19,0.9588,4.0
2009-03-20,0.9667,0.79
2009-03-23,0.9633,-0.34
2009-03-24,0.9383,-2.5
2009-03-25,0.9329,-0.54
2009-03-26,0.9292,-0.37
2009-03-27,0.9528,2.36
2009-03-30,0.9433,-0.95
2009-03-31,0.9354,-0.79
2009-04-01,0.9425,0.71
2009-04-02,0.9408,-0.17
2009-04-03,0.9408,0.0
2009-04-07,0.9475,0.67
2009-04-08,0.9438,-0.37
2009-04-09,0.94,-0.38
2009-04-10,0.9371,-0.29
2009-04-13,0.9229,-1.42
2009-04-14,0.9163,-0.66
2009-04-15,0.9175,0.12
2009-04-16,0.9208,0.33
2009-04-17,0.92,-0.08
2009-04-20,0.9125,-0.75
2009-04-21,0.9183,0.58
2009-04-22,0.9371,1.88
2009-04-23,0.9475,1.04
2009-04-24,0.9617,1.42
2009-04-27,0.9558,-0.59
2009-04-28,0.9429,-1.29
2009-04-29,0.9408,-0.21
2009-04-30,0.9417,0.09
2009-05-04,0.9421,0.04
2009-05-05,0.9325,-0.96
2009-05-06,0.9275,-0.5
2009-05-07,0.9311,0.36
2009-05-08,0.9267,-0.44
2009-05-11,0.9283,0.16
2009-05-12,0.9438,1.55
2009-05-13,0.9433,-0.05
2009-05-14,0.9413,-0.2
2009-05-15,0.9483,0.7
2009-05-18,0.9479,-0.04
2009-05-19,0.9525,0.46
2009-05-20,0.9503,-0.22
2009-05-21,0.9538,0.35
2009-05-22,0.9617,0.79
2009-05-25,0.9579,-0.38
2009-05-26,0.9546,-0.33
2009-05-27,0.9554,0.08
2009-05-31,0.9529,-0.25
2009-06-01,0.9417,-1.12
2009-06-02,0.9403,-0.14
2009-06-03,0.9463,0.6
2009-06-04,0.9454,-0.09
2009-06-05,0.9448,-0.06
2009-06-08,0.9413,-0.35
2009-06-09,0.9461,0.48
2009-06-10,0.94,-0.61
2009-06-11,0.9408,0.08
2009-06-12,0.9408,0.0
2009-06-15,0.9425,0.17
2009-06-16,0.9421,-0.04
2009-06-17,0.9425,0.04
2009-06-18,0.9525,1.0
2009-06-19,0.9967,4.42
2009-06-22,1.0892,9.25
2009-06-23,1.1,1.08
2009-06-24,1.185,8.5
2009-06-25,1.1288,-5.62
2009-06-26,1.1717,4.29
2009-06-29,1.19,1.83
2009-06-30,1.2117,2.17
2009-07-01,1.1767,-3.5
2009-07-02,1.295,11.83
2009-07-03,1.2493,-4.57
2009-07-06,1.2325,-1.68
2009-07-07,1.2208,-1.17
2009-07-08,1.2178,-0.3
2009-07-09,1.2271,0.93
2009-07-10,1.225,-0.21
2009-07-13,1.2608,3.58
2009-07-14,1.3742,11.34
2009-07-15,1.4367,6.25
2009-07-16,1.5158,7.91
2009-07-17,1.5334,1.76
2009-07-20,1.6936,16.02
2009-07-21,2.0971,40.35
2009-07-22,2.0283,-6.88
2009-07-23,1.94,-8.83
2009-07-24,1.7117,-22.83
2009-07-27,1.6025,-10.92
2009-07-28,1.56,-4.25
2009-07-29,1.5042,-5.58
2009-07-30,1.6429,13.87
2009-07-31,1.9325,28.96
2009-08-03,2.1267,19.42
2009-08-04,1.5042,-62.25
2009-08-05,1.8063,30.21
2009-08-06,1.6225,-18.38
2009-08-07,1.6013,-2.12
2009-08-10,1.6136,1.23
2009-08-11,1.5433,-7.03
2009-08-12,1.4738,-6.95
2009-08-13,1.4442,-2.96
2009-08-14,1.4086,-3.56
2009-08-17,1.4067,-0.19
2009-08-18,1.295,-11.17
2009-08-19,1.2729,-2.21
2009-08-20,1.2675,-0.54
2009-08-21,1.254,-1.35
2009-08-24,1.2736,1.96
2009-08-25,1.3467,7.31
2009-08-26,1.3704,2.37
2009-08-27,1.3611,-0.93
2009-08-28,1.3875,2.64
2009-08-31,1.465,7.75
2009-09-01,1.3246,-14.04
2009-09-02,1.5725,24.79
2009-09-03,1.6854,11.29
2009-09-04,1.7513,6.59
2009-09-07,1.7258,-2.55
2009-09-08,1.7096,-1.62
2009-09-09,1.6583,-5.13
2009-09-10,1.564,-9.43
2009-09-11,1.3825,-18.15
2009-09-14,1.4425,6.0
2009-09-15,1.4517,0.92
2009-09-16,1.4529,0.12
2009-09-17,1.4654,1.25
2009-09-18,1.5158,5.04
2009-09-21,1.6213,10.55
2009-09-22,1.5921,-2.92
2009-09-23,1.5617,-3.04
2009-09-24,1.7775,21.58
2009-09-25,1.6275,-15.0
2009-09-27,1.6025,-2.5
2009-09-28,1.5717,-3.08
2009-09-29,1.6603,8.86
2009-09-30,1.7983,13.8
2009-10-09,1.6983,-10.0
2009-10-10,1.6808,-1.75
2009-10-12,1.5857,-9.51
2009-10-13,1.5767,-0.9
2009-10-14,1.5528,-2.39
2009-10-15,1.5224,-3.04
2009-10-16,1.5223,-0.01
2009-10-19,1.5271,0.48
2009-10-20,1.5098,-1.73
2009-10-21,1.5329,2.31
2009-10-22,1.5125,-2.04
2009-10-23,1.4442,-6.83
2009-10-26,1.4733,2.91
2009-10-27,1.4376,-3.57
2009-10-28,1.4687,3.11
2009-10-29,1.4525,-1.62
2009-10-30,1.3683,-8.42
2009-11-02,1.34,-2.83
2009-11-03,1.4658,12.58
2009-11-04,1.4038,-6.2
2009-11-05,1.4463,4.25
2009-11-06,1.4405,-0.58
2009-11-09,1.4558,1.53
2009-11-10,1.4807,2.49
2009-11-11,1.4592,-2.15
2009-11-12,1.4651,0.59
2009-11-13,1.4708,0.57
2009-11-16,1.3567,-11.41
2009-11-17,1.4196,6.29
2009-11-18,1.4058,-1.38
2009-11-19,1.3908,-1.5
2009-11-20,1.4384,4.76
2009-11-23,1.4608,2.24
2009-11-24,1.4025,-5.83
2009-11-25,1.4296,2.71
2009-11-26,1.4217,-0.79
2009-11-27,1.4533,3.16
2009-11-30,1.469,1.57
2009-12-01,1.4517,-1.73
2009-12-02,1.4675,1.58
2009-12-03,1.4882,2.07
2009-12-04,1.4963,0.81
2009-12-07,1.4892,-0.71
2009-12-08,1.4575,-3.17
2009-12-09,1.4767,1.92
2009-12-10,1.4567,-2.0
2009-12-11,1.4858,2.91
2009-12-14,1.4754,-1.04
2009-12-15,1.4525,-2.29
2009-12-16,1.4508,-0.17
2009-12-17,1.4551,0.43
2009-12-18,1.4558,0.07
2009-12-21,1.4454,-1.04
2009-12-22,1.447,0.16
2009-12-23,1.4086,-3.84
2009-12-24,1.39,-1.86
2009-12-25,1.4358,4.58
2009-12-28,1.5367,10.09
2009-12-29,1.5788,4.21
2009-12-30,1.5808,0.2
2009-12-31,1.565,-1.58
2010-01-04,1.4225,-14.25
2010-01-05,1.4004,-2.21
2010-01-06,1.4002,-0.02
2010-01-07,1.3942,-0.6
2010-01-08,1.3993,0.51
2010-01-11,1.3696,-2.97
2010-01-12,1.4354,6.58
2010-01-13,1.395,-4.04
2010-01-14,1.4475,5.25
2010-01-15,1.415,-3.25
2010-01-18,1.4042,-1.08
2010-01-19,1.3613,-4.29
2010-01-20,1.4579,9.66
2010-01-21,1.4125,-4.54
2010-01-22,1.4813,6.88
2010-01-25,1.3892,-9.21
2010-01-26,1.5396,15.04
2010-01-27,1.5483,0.87
2010-01-28,1.8508,30.25
2010-01-29,1.8542,0.34
2010-02-01,1.8208,-3.34
2010-02-02,1.7892,-3.16
2010-02-03,1.77,-1.92
2010-02-04,1.7792,0.92
2010-02-05,1.7292,-5.0
2010-02-08,1.8158,8.66
2010-02-09,1.8942,7.84
2010-02-10,1.8358,-5.84
2010-02-11,2.7208,88.5
2010-02-12,2.4833,-23.75
2010-02-20,2.1104,-37.29
2010-02-21,1.5058,-60.46
2010-02-22,1.4758,-3.0
2010-02-23,1.5996,12.38
2010-02-24,1.65,5.04
2010-02-25,1.6829,3.29
2010-02-26,1.6642,-1.87
